"Ctl-1"	"Ctl-2"	"Ctl-3"	"Mub-1"	"Mub-2"	"Mub-3"
"ABHD11"	37.0886663805331	34.2722639075993	34.7703064318217	31.3909910499886	32.9230860942823	28.0274919946838
"ABHD12"	77.6640972759135	80.3750908245011	79.2762986645534	69.8723064859331	72.4265440062484	59.5920611683949
"ABHD12B"	0.262701436050138	0.192540808469659	0.30424018127844	0.420790764745156	0.275951076225448	0.365241665225646
"ABHD13"	25.6969768354499	26.2069433750369	26.7731359525027	25.62615757298	24.1987866843855	27.8352595393019
"ABHD14A"	11.4155714938151	9.79818780878932	10.0833888652283	8.89972467436004	11.1229510724719	9.61162276909595
"ABHD14B"	18.1741629849232	17.6709675328821	17.2547645667915	20.2610753224792	19.8472504823688	18.9156736095808
"ABHD15"	21.9475108845524	23.1904707090123	25.0128891893917	20.7239451636989	20.0382935351402	19.7038266766467
"ABHD16A"	3.91663959202024	3.55130824510705	3.52049352622194	3.47152380914753	2.46233268016554	2.46057542888856
"ABHD17A"	71.0249155284646	65.5066617260107	69.1277154747655	67.9366689681054	66.2919393116981	54.594017328465
"ABHD17AP6"	0.191055589854646	0.23532765479625	0.173851532159108	0.126237229423547	0.254724070361952	0.249902191996495
"ABHD17B"	35.7035133540869	31.7478399743305	31.3150072301594	30.8650025940572	30.9702015548407	29.2385564635899
"ABHD17C"	47.3579043352203	40.9897987808741	42.9630598848196	33.8946961002223	35.9373209268988	33.1216520623047
"ABHD18"	10.9856964166421	10.354416811035	9.1054739968333	10.8774412686623	11.4201291545609	12.4374398632102
"ABHD2"	203.283147605343	236.119211453292	237.546387253902	199.012992186221	216.494232801796	215.992386867124
"ABHD3"	28.6105745807332	28.9666949631021	28.0987538852159	22.6595826815266	19.5712994061433	22.6449832439901
"ABHD4"	160.415049631707	161.349197497574	166.680156457545	171.577434324837	177.47899602469	170.068053276384
"ABHD5"	57.698788136103	62.3190416746797	59.1529838171366	48.2647007162693	50.2230958730316	58.400219945027
"ABHD6"	7.16458461954922	7.63745206929648	8.08409624539854	13.4021858571332	12.7786575298246	11.3801613586096
"ABHD8"	1.09856964166421	1.54032646775727	1.28215504967342	1.64108398250611	1.65570645735269	1.53785964305535
"ABI1"	27.4164771441417	29.544317388511	27.6641250548181	32.8006401118849	31.0551095782947	32.5257314506207
"ABI2"	289.21039914247	298.930301860728	293.809089348893	282.329563605762	298.536610464208	317.068211906937
"ABI3BP"	0.429875077172953	0.128360538979773	0.0651943245596656	0.273513997084351	0.254724070361952	0.192232455381919
"ABITRAM"	27.0104840157005	29.2448094642249	25.8604154086674	30.360053676363	32.2013678949235	32.2758292586242
"ABL1"	234.544618495309	242.109369939015	255.540020832369	223.692370538525	234.324917727133	221.817030265196
"ABL2"	32.6227419676808	44.3057793711849	42.6370882620213	46.4342608896279	53.449600764283	51.4990747968161
"ABLIM1"	35.0109368408638	37.0534089188277	35.4439811189382	43.5308046128863	46.7630939172817	47.077728323032
"ABLIM2"	3.70170205343376	4.2358977863325	4.30282542093793	3.28216796501221	2.63214872707351	3.49863068795093
"ABLIM3"	0.453757025904784	0.192540808469659	0.0434628830397771	0.483909379456929	0.254724070361952	0.346018419687454
"ABR"	28.2284634010239	25.7576814886077	30.8803783997616	35.093949779746	36.5741311028036	35.3323252991967
"ABRACL"	13.254481546166	12.9430210137938	12.7780876136945	10.2883341980191	11.1654050841989	11.8415192515262
"ABRAXAS1"	10.7707588780557	10.8678589669541	10.6701377862653	11.6979832599153	13.8612348288629	13.9945227518037
"ABRAXAS2"	22.855024936362	21.6929310875816	21.2098869234112	20.8081033166479	20.5477416758641	22.7218762261428
"ABT1"	24.3357057577355	23.6183391722782	24.7738433326729	24.8266551199642	26.3639412824621	24.2597358691982
"ABTB1"	5.42120236212557	4.81352021174148	3.93339091509983	7.15344300066764	6.24073972386783	5.86308988914853
"ABTB2"	13.8992941619255	16.0664607956349	12.7563561721746	17.8625679634319	17.1726477435683	15.1671407296334
"ABTB3"	0.143291692390984	0.171147385306364	0.630211804076768	0.273513997084351	0.297178082088944	0.230678946458303
"ACAA1"	63.8364489601835	62.1692877125366	58.1968003902615	62.4874285646556	60.4757397051002	55.6128493419892
"ACAA2"	48.7430573616665	49.0765127365998	48.2003372911128	42.0580369362783	42.9846868735794	44.8286085950635
"ACACA"	176.702538666815	215.816852871325	211.729434728274	193.353356400399	208.958645720255	214.281518014225
"ACACB"	24.9566364247631	27.9612040744272	28.9897429875313	24.5321015846426	26.9370704407764	25.4323538470279
"ACAD10"	41.6978824857764	41.2465198588337	41.333201770828	43.3624883069883	39.885544017509	39.5806625631371
"ACAD11"	2.02996564220561	2.22491600898273	2.36872712566785	2.56682366494545	2.1227005863496	1.63397587074631
"ACAD8"	42.7964521274406	42.0166830927123	44.8102324140102	41.8055624774312	39.9067710233725	41.8874520277202
"ACAD9"	83.2763552278937	84.6323820339969	82.3187004773378	72.3339324596922	66.631571405514	71.9910545405287
"ACAD9-DT"	3.41511866865179	3.91499643888307	3.4118363186225	3.95543318860446	2.54724070361952	2.92193332180517
"ACADL"	5.54061210578473	6.43942037215194	7.08444993548366	7.19552207714216	7.62049510499507	7.74696795189134
"ACADM"	82.1300216887658	82.2149252165445	75.2777134248939	64.2126707001107	67.3532896048729	73.2021190094348
"ACADS"	7.06905682462189	6.28966641000887	5.80229488581024	7.55319422717554	6.68650684700125	6.86269865713451
"ACADSB"	24.7655808349085	26.4850578761598	26.4906272127441	24.5741806611171	24.8568238661538	26.547302088243
"ACADVL"	250.235058812122	223.946353673377	227.245683973474	252.390300694144	226.959146692499	231.813117945056
"ACAP1"	0.66869456449126	0.427868463265909	0.999646309914873	0.967818758913858	0.912761252130329	1.09572499567694
"ACAP2"	111.098825500476	117.514073435982	111.612683646148	126.658020188292	136.595782731597	142.309686719235
"ACAP2-IT1"	0.405993128441122	0.363688193776023	0.217314415198885	0.336632611796124	0.148589041044472	0.442134647378414
"ACAP3"	623.868146721614	575.354722553668	588.248390501863	368.360235457909	320.485334527063	327.275755287717
"ACAT1"	70.1412834253868	69.6997726660166	69.8231216034019	64.2968288530598	70.3250704257623	69.0498979731853
"ACAT2"	118.788812992126	114.412027077304	122.174164224813	77.0678285630752	76.9266692493096	78.0271536395209
"ACBD3"	73.6758118376978	67.2609224254009	69.214641240845	71.5554695449137	78.4550136714813	78.930646179816
"ACBD4"	1.64785446249632	1.73286727622693	1.23869216663365	2.33538874433561	1.52834442217171	1.82620832612823
"ACBD5"	55.3344752116518	56.6497845364064	56.740793808429	51.4416709900953	52.4731584945622	55.189937940149
"ACBD6"	65.5559492688753	63.6882207571306	66.7589883490976	69.5777529506115	68.6693639684096	64.9169001824741
"ACBD7"	24.550643296322	24.8163708694227	25.0998149554713	16.7895515133317	15.9839354152125	16.9164560736089
"ACCS"	3.60617425850644	4.04335697786284	3.45529920166228	4.54454025924768	3.7359530319753	3.82542586210019
"ACD"	33.2436726347084	25.7148946422811	29.4678347009689	26.0890274141996	28.4229608512212	23.9906104316635
"ACER2"	1.60009056503266	1.92540808469659	1.93409829527008	0.967818758913858	1.10380430490179	0.865046049218636
"ACER3"	43.2024452558818	44.0704517163887	40.8333786158706	44.2882279894276	41.3926614338172	44.2326879833796
"ACHE"	6.51977200378979	5.47671632980364	5.08515731565392	10.940559883374	10.3800058672496	10.2075433807799
"ACIN1"	473.626807249667	471.575226788522	483.263796519281	489.127184939769	450.988966575836	490.961691045421
"ACKR2"	0.33434728224563	0.213934231632955	0.0434628830397771	0.0420790764745156	0.275951076225448	0.230678946458303
"ACKR3"	9.7199531338551	9.15638511389046	11.3220810318619	8.35269668019134	8.17239725744597	9.63084601463414
"ACLY"	566.503705867756	581.580208694187	590.160757355613	509.325141647536	536.024352065001	520.334810227779
"ACO1"	45.6145220777967	46.0600400705751	45.4839071011267	42.4367486245489	46.2536457765578	45.6167616621294
"ACO2"	247.799100041476	247.693053384635	254.344791548775	257.355631718137	267.927268009047	243.654637196582
"ACOT1"	2.62701436050138	2.22491600898273	2.23833847654852	2.18811197667481	2.84441878570847	1.61475262520812
"ACOT11"	5.5167301570529	6.69614145011148	5.71536911973069	5.36508225050073	5.81619960659791	5.47862497838469
"ACOT12"	0.0955277949273229	0.213934231632955	0.0651943245596656	0.18935584413532	0.382086105542928	0.230678946458303
"ACOT13"	17.911461548873	17.0719516843098	18.0370964615075	19.1249402576673	18.0005009722446	19.3578082569592
"ACOT2"	12.7051967253339	11.8947432787923	11.1264980581829	12.4764461746939	12.6725225005071	10.8803569746166
"ACOT7"	64.9589005505796	59.7518308950842	65.2377874427054	54.029534193278	56.5699706262169	49.7113129617643
"ACOT8"	16.789009958477	14.7400685595106	15.8422208679987	16.9999468957043	16.9391506790698	17.6469394040602
"ACOT9"	32.5033322240216	31.1916109720848	33.7489286803869	40.3959134155349	36.9986712200736	35.7744599465751
"ACOX1"	54.4747250573059	53.2482302534424	52.6987456857297	64.0443543942127	63.4262935201261	62.9753523831167
"ACOX2"	8.52585569726357	7.10261649021409	7.95370759627921	12.0556554099487	11.1441780783354	10.8419104835402
"ACOX3"	19.9414271910786	17.9490820340049	17.7111248387092	19.9034031724459	20.2717905996387	15.4170429216299
"ACOXL"	0.429875077172953	0.320901347449432	0.412897388877882	0.483909379456929	0.191043052771464	0.211455700920111
"ACP1"	99.3011428269521	100.484908597999	97.3351265675808	89.0603653583122	97.0498708079038	89.7725566633562
"ACP2"	45.5428762316012	41.9738962463857	47.4180053963968	43.341448768751	44.4705772840242	40.5418248400467
"ACP4"	0.573166769563937	0.427868463265909	0.499823154957436	0.483909379456929	0.488221134860408	0.80737631260406
"ACP5"	0.33434728224563	0.256721077959546	0.173851532159108	0.441830302982413	0.466994128996912	0.576697366145757
"ACP6"	13.6604746746072	15.274904138593	14.7991116750441	21.7969616137991	18.8920352185115	19.4731477301884
"ACRBP"	0.66869456449126	0.812950080205228	0.73886901167621	0.610146608880476	0.615583170041385	0.692036839374909
"ACRV1"	0.501520923368445	0.70598296438875	0.521554596477325	0.483909379456929	0.275951076225448	0.749706575989484
"ACSBG1"	5.63613990071205	5.58368344562012	5.95441497644946	5.11260779165364	4.41521721960717	5.26716927746458
"ACSBG2"	0.262701436050138	0.342294770612727	0.347703064318217	0.610146608880476	0.21227005863496	0.173009209843727
"ACSF2"	16.5501904711587	12.0017103946088	13.5604195084104	15.2326256837746	13.224424652958	12.2259841622901
"ACSF3"	31.4047625823574	31.5552991658608	30.9021098412815	36.5246383798795	34.2391604578191	29.9305933029648
"ACSL1"	81.1986256882244	79.7118947064389	82.1883118282185	74.0802141333846	75.1223737509124	75.931819875858
"ACSL3"	240.873334909245	254.517555373726	248.129599274087	209.911472993121	226.386017534185	225.661679372835
"ACSL4"	42.9397438198316	44.3485662175115	42.6370882620213	39.9330435743153	40.3949921582329	46.0012265728932
"ACSL6"	7.47504995306301	6.18269929419239	6.93232984484444	7.09032438595587	5.66761056555344	7.42017277774208
"ACSL6-AS1"	0.405993128441122	0.342294770612727	0.369434505838105	0.336632611796124	0.445767123133416	0.480581138454798
"ACSM3"	0.477638974636614	0.620409271735568	0.195582973678997	0.399751226507898	0.360859099679432	0.307571928611071
"ACSS1"	43.2502091533454	43.663976676286	44.5929179988113	55.3971041786997	58.3742661246141	57.6697366145757
"ACSS2"	44.5637163335961	44.3699596406748	43.3107629491379	49.7795474693519	50.9660410782539	49.4614107697678
"ACTA1"	0.167173641122815	0.256721077959546	0.391165947357994	0.547027994168702	0.403313111406424	0.0576697366145757
"ACTA2"	10.7707588780557	10.8678589669541	10.4962862541062	10.4987295803916	9.33988257993825	9.63084601463414
"ACTB"	5822.18028133301	5591.3850779589	6056.87872321573	5214.37603810726	5524.66790806865	4856.48385978665
"ACTBP2"	1.91055589854646	2.46024366377898	2.04275550286952	2.67202135613174	2.73828375639099	1.96077104489557
"ACTG1"	2607.45504449001	2520.35918286784	2639.73993286238	3141.60281004909	3345.86434522183	2890.81088727884
"ACTG1P1"	0.716458461954922	0.406475040102614	0.217314415198885	0.525988455931444	0.573129158314392	0.461357892916606
"ACTG1P17"	0.262701436050138	0.213934231632955	0.499823154957436	0.168316305898062	0.127362035180976	0.422911401840222
"ACTG1P20"	0.382111179709291	0.663196118062159	0.434628830397771	0.652225685354991	0.360859099679432	0.615143857222141
"ACTG1P24"	0.167173641122815	0.213934231632955	0.347703064318217	0.336632611796124	0.0849080234539841	0.269125437534687
"ACTG1P25"	1.67173641122815	1.4333593519408	2.52084721630707	1.05197691186289	1.16748532249228	0.961162276909595
"ACTG2"	1.38515302644618	1.54032646775727	1.45600658183253	2.37746782081013	2.16515459807659	1.99921753597196
"ACTL10"	0.238819487318307	0.299507924286136	0.260777298238662	0.336632611796124	0.339632093815936	0.269125437534687
"ACTL6A"	102.501323957017	101.233678408714	98.3565043190155	78.5826753161578	80.0894931229705	85.1589777341901
"ACTL6B"	0.716458461954922	0.663196118062159	1.30388649119331	1.05197691186289	0.509448140723904	0.884269294756828
"ACTL8"	0.358229230977461	0.213934231632955	0.391165947357994	0.105197691186289	0.21227005863496	0.0384464910763838
"ACTMAP"	30.0196095559112	27.661696150141	29.5112975840086	28.7820883085686	26.2578062531446	28.4696266420622
"ACTN1"	135.959934130312	133.131272345188	142.210553306151	195.64666606826	205.562324782095	186.580821193691
"ACTN2"	23.8103028856352	25.1800590631988	23.4482253999597	26.8043717142664	19.6137534178703	23.8752709584343
"ACTN4"	436.108265791961	419.910109849163	436.476002926961	416.288303562382	420.315943103085	400.400981314999
"ACTR10"	49.5789255672806	48.4561034648642	50.503870092221	50.1792986958598	51.9637103538383	53.286836631868
"ACTR1A"	84.3988068182898	76.0536193455154	84.8395476936449	73.0282372215217	72.0444579007055	71.7411523485322
"ACTR1B"	49.5550436185487	47.4933994225159	47.2658853057576	51.4627105283325	52.3457964593812	43.5214278984665
"ACTR2"	311.993778232636	310.482750368907	315.75784528398	286.600589867925	312.249256252026	328.679052212005
"ACTR2P2"	0.119409743659154	0.128360538979773	0.173851532159108	0.231434920609836	0.233497064498456	0.288348683072879
"ACTR3"	228.526367414888	225.636434103277	219.639679441513	217.864418446804	223.371782701569	238.848825812034
"ACTR3-AS1"	0.0477638974636614	0.385081616939318	0.347703064318217	0.336632611796124	0.233497064498456	0.269125437534687
"ACTR3B"	20.6101217555699	20.9655547000296	20.7100637684538	23.7746782081013	22.8827123208487	23.3177968378268
"ACTR5"	20.3235383707879	18.0346557266581	19.1236685375019	18.9776634900065	18.531176118832	17.1086885289908
"ACTR6"	35.130346584523	41.4390606673033	36.074192923015	39.8068063448917	37.8689784604769	39.2923138800643
"ACTR8"	55.0478918268698	59.516503240288	55.5890274078749	58.0901650730687	62.6621213090402	61.0530278292975
"ACTRT3"	0.262701436050138	0.213934231632955	0.499823154957436	0.736383838304022	0.870307240403337	0.49980438399299
"ACVR1"	18.198044933655	19.1471137311494	19.4061772772605	31.91697950592	29.441857132669	28.8733147983642
"ACVR1B"	62.212476446419	61.5274850176378	66.5199424923788	81.2546966722895	79.7498610291545	75.528131719556
"ACVR2A"	19.6548438062967	22.2919469361539	19.7104174585389	20.240035784242	21.057189816588	22.8948854359866
"ACVR2B"	23.3565458597304	28.6671870388159	25.6431009934685	27.6459532437567	30.1211213203009	30.0267095306558
"ACVR2B-AS1"	1.91055589854646	1.45475277510409	2.02102406134963	1.47276767660804	1.6132524456257	1.1918412233679
"ACY1"	0.859750154345906	1.09106458132807	1.06484063447454	0.883660605964827	0.806626222812849	0.80737631260406
"ACYP1"	12.561905032943	12.7076933589975	14.038511221848	9.90962250974841	8.46957533953491	10.0537574164744
"ACYP2"	10.6752310831283	9.04941799807398	9.1054739968333	10.0779388156465	10.1252817968876	9.86152496109245
"ADA"	21.159406576402	20.4093256977839	22.3616533239653	18.0308842693299	18.3613600719241	16.5512144083832
"ADAM10"	99.3489067244158	102.217775874226	103.33300442707	105.765758718695	110.104479413954	120.45285654231
"ADAM11"	11.009578365374	11.1245800449136	9.8660744500294	11.3613506481192	10.9743620314274	9.53472978694318
"ADAM12"	15.4755027782263	20.2381783124775	20.5579436778146	22.6385431432894	25.3238179951508	26.6626415614722
"ADAM15"	141.548310133561	135.142254122537	148.034579633481	128.783013550255	129.187557685237	118.415192515262
"ADAM17"	74.2967425047254	74.5132928777581	73.9520954921807	87.9663093699748	92.2950214944807	93.8286614719147
"ADAM19"	169.824537432048	176.987789829943	175.43792739006	189.839753514777	200.340481339675	187.618876452753
"ADAM1B"	0.525402872100276	0.320901347449432	0.195582973678997	0.252474458847093	0.275951076225448	0.307571928611071
"ADAM22"	99.4444345193431	116.423008854654	112.438478423903	86.2410672345196	91.5733032951218	103.113489066861
"ADAM23"	40.5515489466486	41.4818475136299	40.9203043819501	44.1830302982413	45.149841471656	47.1161748141084
"ADAM28"	2.02996564220561	2.11794889316625	1.34734937423309	1.22029321776095	0.827853228676345	0.999608767985979
"ADAM32"	1.14633353912787	1.11245800449136	1.21696072511376	1.62004444426885	1.25239334594627	1.69164560736089
"ADAM33"	0.382111179709291	0.363688193776023	0.434628830397771	0.462869841219671	0.551902152450896	0.326795174149262
"ADAM8"	0.883632103077737	0.727376387552046	0.565017479517102	0.589107070643218	0.785399216949353	0.884269294756828
"ADAM9"	429.564611839439	436.661160186024	430.304273535313	497.374683928774	532.840301185477	574.871157819629
"ADAMTS1"	8.93184882570469	9.69122069297284	8.62738228339575	8.85764559788552	8.34221330435394	8.51589777341901
"ADAMTS10"	16.1919612401812	12.9002341674672	12.4086531078564	20.2189962460047	17.0452857083873	18.934896855119
"ADAMTS12"	0.191055589854646	0.278114501122841	0.282508739758551	0.0420790764745156	0.0849080234539841	0.49980438399299
"ADAMTS13"	5.89884133676219	6.6105677574583	5.65017479517102	7.86878730073441	6.17705870627734	7.90075391619687
"ADAMTS14"	1.00304184673689	1.26221196663443	1.23869216663365	1.0940559883374	0.955215263857321	0.90349254029502
"ADAMTS15"	0.238819487318307	0.299507924286136	0.695406128636433	0.357672150033382	0.679264187631873	0.307571928611071
"ADAMTS18"	8.33480010740892	6.50360064164182	8.32314210211731	6.58537546826168	6.72896085872824	6.99726137590185
"ADAMTS19"	1.552326667569	0.770163233878637	1.08657207599443	1.15717460304918	0.679264187631873	1.44174341536439
"ADAMTS19-AS1"	0.33434728224563	0.278114501122841	0.325971622798328	0.147276767660804	0.191043052771464	0.249902191996495
"ADAMTS2"	0.262701436050138	0.213934231632955	0.0434628830397771	0.126237229423547	0.31840508795244	0.230678946458303
"ADAMTS3"	132.138822333219	141.603067917853	141.406489969915	179.99324961974	191.870906000141	201.36349701256
"ADAMTS4"	5.80331354183486	6.1185190247025	5.78056344429035	4.94429148575558	5.56147553623596	5.36328550515554
"ADAMTS6"	4.70474390017065	3.27319374398421	4.28109397941804	2.9876144296906	2.86564579157196	3.34484472364539
"ADAMTS7"	2.45984071937856	2.3532765479625	1.84717252919053	1.97771659430223	2.01656555703212	1.94154779935738
"ADAMTS7P4"	1.2418613340552	1.34778565928761	1.08657207599443	0.56806753240596	0.997669275584313	0.557474120607565
"ADAMTS9"	77.2581041474724	85.3597584215489	89.9898993338584	130.886967373981	146.678610516757	140.618041111874
"ADAMTS9-AS1"	0.931396000541398	0.941310619185	0.760600453196099	1.28341183247272	1.25239334594627	0.941939031371403
"ADAMTS9-AS2"	0.453757025904784	0.641802694898864	0.825794777755764	1.24133275599821	0.997669275584313	1.40329692428801
"ADAMTSL1"	0.453757025904784	0.449261886429205	0.30424018127844	0.18935584413532	0	0.288348683072879
"ADAMTSL2"	0.811986256882244	0.577622425408978	1.93409829527008	0.589107070643218	0.700491193495369	0.422911401840222
"ADAMTSL4"	2.45984071937856	2.13934231632955	2.39045856718774	5.34404271226348	3.86331506715628	3.69086314333285
"ADAMTSL5"	0.167173641122815	0.192540808469659	0.369434505838105	0.231434920609836	0.275951076225448	0.211455700920111
"ADAP1"	0.501520923368445	0.278114501122841	0.456360271917659	0.37871168827064	0.636810175904881	0.615143857222141
"ADAP2"	0.286583384781969	0.834343503368523	0.695406128636433	0.820541991253053	0.594356164177889	0.384464910763838
"ADAR"	428.609333890166	471.960308405461	486.088883916867	472.569068347047	502.549363818268	494.344982260143
"ADARB1"	4.2748688229977	4.66376624959841	4.08551100573905	4.8811728710438	4.11803913751823	4.80581138454798
"ADAT1"	44.7547719234508	45.7177452999624	44.8319638555301	43.3204092305138	40.3737651523694	46.6163704301154
"ADAT2"	16.7173641122815	15.4674449470626	15.1033518563225	15.7165350632316	14.3494559637233	15.4554894127063
"ADAT3"	2.1732573345966	2.28909627847261	2.41219000870763	2.52474458847093	2.52601369775603	1.903101308281
"ADCK1"	12.6335508791385	10.9534326596073	14.3644828446463	14.4541627689961	15.1773091923997	13.2640394213524
