ESRP1,4.506071638311021
HSPA6,4.1523184129320585
KLHDC7B,3.861886291710236
MOV10L1,3.349542867906328
ALPK2,3.2424631823335557
LAMP3,3.080914448405245
DMGDH,2.7345249965318343
FCGR2A,2.679234642463475
P4HA2,2.5198369498721096
MOCOS,2.402147498748935
SPP1,2.3742582221454938
SGCG,2.310676954633395
ICAM1,2.3022656410977924
ADRA1D,2.2939053305369264
NMRAL2P,2.189052995865976
BEX2,2.181375114356905
MILR1,2.141368320430381
NNMT,2.077203919488623
HKDC1,2.0621815642682573
GDF15,1.9912696310057538
ALPK1,1.9901939975378964
HES7,1.9762422857412174
ARHGAP24,1.9738038768644108
FIRRE,1.9541886272722377
TRIB3,1.929535169404493
TLCD2,1.9175680922484888
ASNSP1,1.9094768247718186
AMOT,1.8934071832451622
SLC30A2,1.8863607049048778
NEBL,1.8774868374049476
ADM2,1.8035403740164881
C2CD4A,1.785643882431063
CACNA1I,1.7850324880840946
ASB11,1.784583436958473
MUC12-AS1,1.7765688066509
TRIM67,1.7711094223071975
VWA5A,1.7701027613826363
LCNL1,1.7588735700705254
ELFN1,1.7574054507680343
UNC5B,1.7447109564576342
SCN9A,1.7337150800667602
ESRRB,1.7297296850110424
PCK2,1.7237620606441955
PTGDS,1.6711123305381501
DUSP23,1.6617259900526231
DLL4,1.6552597079199465
VGF,1.6454779301623603
HIGD1AP1,1.6415609511795612
LY96,1.6383659110473645
RPL21P16,1.6350599812844566
MAPT-AS1,1.6348196329694002
MYO5B,1.624964304679571
NGEF,1.6245215454265411
DRAIC,1.6190333044705727
CEBPA-DT,1.590665203438681
S100A5,1.5761176925109623
BATF2,1.567462697390082
KCNQ1,1.5489270689849413
GPNMB,1.5389926311759845
ABCC3,1.5350032010418446
CRYAB,1.5242227472421228
SLC7A3,1.515219567823586
C8orf48,1.5126709630686688
CAPN14,1.5049022077919385
IL6R,1.5026615907688814
NCKAP1L,1.5012949277600112
SLC6A9,1.5006491300267382
SESN2,1.4990887315287564
RPSAP9,1.495379656053156
GBP3,1.4920189949558798
LARP6,1.4861200858927524
EMP1,1.4783089328076595
HSD3BP5,1.4723263418831734
PITPNM3,1.4680215882861873
MTCO1P28,1.467554067540706
SERTAD4,1.4553646222047818
GPR27,1.451078519089674
IFITM3-AS1,1.4510659519471092
RPL39P36,1.44111956400658
TUBA8,1.439087738255445
SH3BGR,1.4334545500704272
RPS6KA2-IT1,1.4227601423683256
AHNAK2,1.4058380193060565
CHL1,1.3956844576538594
AKNA,1.3947874801891558
SLFN5,1.3872865918687929
MIOX,1.3813976727081598
NAT16,1.3657019458610813
LINC02427,1.361303890144331
NUPR1,1.3600719920506323
HMGA2-AS1,1.3516521234333019
NUP107-DT,1.3442109956877566
KRT8,1.3412140630205602
SOSTDC1,1.340848475334036
INHBE,1.340609263915543
REELD1,1.3390022921964135
LINC01359,1.3380818176175224
C2orf66,1.3375791614538213
DNAH10,1.334361766342915
BGLAP,1.3336583904124917
CLDN1,1.3332386366131461
PPP2R2C,1.3273554515027428
ATP6V1B1,1.3254135168967536
ARMH1,1.3198829418735265
RPL26P6,1.319446972949361
PSORS1C1,1.313029405323502
NAXD-AS1,1.3123021499993504
IL20RB,1.3119904354112082
RNU6-1028P,1.3067509914091349
ERICH2,1.304734536466721
RGS6,1.302511124760007
C16orf89,1.3001590911972163
L3MBTL2-AS1,1.2944992905744954
ITGA3,1.2943607220084723
BTC,1.2848943581337642
LINC00323,1.2826630833719164
CHRNA9,1.281561324430041
FAM167A,1.2743658854492188
RPS4XP11,1.2726198140208858
NRP2,1.2678077858821506
WDR11-DT,1.263379773485015
TMEM26,1.2579432481578197
RPL7AP6,1.2571609902911276
FBLL1,1.2564930568937651
FBXW10B,1.2563329624781343
OSGIN1,1.2517481530297068
KCNK10,1.2477265776362927
CCIN,1.246651256977303
FTLP3,1.2423437297375501
GPRC5A,1.2379893416705194
CLDN20,1.2359862153867585
HS3ST1,1.2340057262487858
DDIT4,1.2266410493236748
CASP16P,1.2264618363499986
ATF5,1.2263618134456913
RPL6P27,1.2226226335100694
RBP1,1.221455084205844
WARS1,1.2208520285423137
PCLO,1.2175882074890774
PCDHGA12,1.212345881390972
RPL7AP39,1.209143340734176
RGS22,1.1977303718729475
BBC3,1.1950507141133904
HAP1,1.1941555897661125
MAP7,1.1908984070938828
LBH,1.1906015568058284
CCPG1,1.1901421242224497
RPL26P19,1.1882855544656048
PLEK,1.1877293860792864
TAL2,1.1861192860519751
CNGA3,1.1857109868390214
IL2RB,1.1826882288133334
EFCAB8,1.1822689251069542
CHAC1,1.181951637772137
STAT6,1.1764001931535866
VEGFA,1.1749943689493723
GFAP,1.1730916227040429
KNDC1,1.1730669985954139
LINC-PINT,1.172700631286776
MYO16,1.1710808452119612
HMGA1P2,1.1707613552152059
RENBP,1.170239615564342
MATN1-AS1,1.1686853481289585
EOLA1-DT,1.1680971594209206
EVX2,1.1650397908240204
BEST1,1.1622816994185161
CEBPA,1.161346424222403
MRPL42P1,1.155583209920875
IGFBP4,1.1537858661696556
BCL6-AS1,1.1506266293393084
DOCK6-AS1,1.1504568815935148
DDIT3,1.1495659559560871
CYP4F11,1.1482768218714976
PIWIL2,1.1458550153306988
DDX59-AS1,1.1449175488214318
SLC4A5,1.142324774152471
KCNG1,1.1358850791966213
CTSS,1.134379195745777
C22orf15,1.1318456003326198
HERC3,1.1288481999351647
NGFR,1.1231596680840366
SYTL1,1.1170655402720036
RPL7AP70,1.1145524974485777
RPS3P3,1.1134422870586482
LAMC2,1.111143556587778
KRT18,1.1104177136475368
H19,1.109750419554847
FUT3,1.1071330064583587
CDH3,1.1053169577619595
