pathway	size	pval	padj	ES	NES	log2err	leadingEdge
ARACHIDONIC ACID METABOLISM%SMPDB%SMP0000075	11	0.15261044176706828	0.45028540894173036	0.5643155100153715	1.3256884716437927	0.1596467019199062	
ARBUTAMINE ACTION PATHWAY%SMPDB%SMP0000664	29	0.34509803921568627	0.6559527594821712	0.3596054684433562	1.0681657796406934	0.09889030075206362	
ARDEPARIN ACTION PATHWAY%SMPDB%SMP0000275	6	0.6935483870967742	0.8724514398051411	-0.4070469828681525	-0.82185023191391815	0.0630790410571939	
ARF1 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ARF1 PATHWAY	18	0.9879518072289156	1	0.18223795597968295	0.48305685945832655	0.04641549568438488	
ARF6 DOWNSTREAM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ARF6 DOWNSTREAM PATHWAY	15	0.06081753110597218	0.2781345794256263	-0.5916682986469841	-1.5211055290395015	0.3217759180753611	
ARF6 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ARF6 SIGNALING EVENTS	23	0.5663366336633663	0.8142743129453132	0.3266979970952877	0.9163860573850622	0.0721797965581253	
ARF6 TRAFFICKING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ARF6 TRAFFICKING EVENTS	37	0.23300970873786409	0.5541620044814703	0.382587781917602	1.1954404577225741	0.12384217120104962	
ARGATROBAN ACTION PATHWAY%SMPDB%SMP0000276	6	0.6935483870967742	0.8724514398051411	-0.4070469828681525	-0.82185023191391815	0.0630790410571939	
ARGININE AND PROLINE METABOLISM%SMPDB%SMP0000020	14	0.4223968565815324	0.7182991788118664	0.4063124557363771	1.0242659198345239	0.08730982576379309	
ARGININE METABOLIC PROCESS%GOBP%GO:0006525	11	0.5595238095238095	0.8112312514462419	-0.3836740527467105	-0.9160819565934887	0.0728938564822936	
ARGININE: GLYCINE AMIDINOTRANSFERASE DEFICIENCY (AGAT DEFICIENCY)%PATHWHIZ%PW000084	14	0.4223968565815324	0.7182991788118664	0.4063124557363771	1.0242659198345239	0.08730982576379309	
ARGININEMIA%PATHWHIZ%PW000183	10	0.04342027381685915	0.22536426779166852	0.6854025319058108	1.579383386982751	0.3217759180753611	
ARGININOSUCCINIC ACIDURIA%PATHWHIZ%PW000184	10	0.04342027381685915	0.22536426779166852	0.6854025319058108	1.579383386982751	0.3217759180753611	
ARMS-MEDIATED ACTIVATION%REACTOME DATABASE ID RELEASE 93%170984	5	0.6984126984126984	0.8743256743256743	0.42242724361370554	0.811918401981216	0.06197627360019979	
AROMATIC AMINO ACID FAMILY CATABOLIC PROCESS%GOBP%GO:0009074	7	0.18200408997955012	0.49130766649339025	-0.6205422340769494	-1.3000529375413847	0.14641623786055022	
AROMATIC AMINO ACID METABOLIC PROCESS%GOBP%GO:0009072	12	0.16835699797160245	0.47261556184898956	0.5391054263344002	1.2949052330867634	0.15214492236756472	
AROMATIC AMINO ACID TRANSPORT%GOBP%GO:0015801	9	0.07936507936507936	0.3210470712524944	0.6575818086884931	1.469877647654873	0.22496609354031374	
ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION%GOBP%GO:0034314	16	0.9624505928853755	1	0.2280672616095787	0.5884917187704934	0.04688198568783333	
ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY%WIKIPATHWAYS_20250810%WP2118%HOMO SAPIENS	38	0.07722007722007722	0.31633253520555177	0.44364476580121925	1.397238097201705	0.22496609354031374	
ARTERY DEVELOPMENT%GOBP%GO:0060840	35	0.006953089390209387	0.06257780451188448	0.5505642011875478	1.6994967032433543	0.40701791892395395	
ARTERY MORPHOGENESIS%GOBP%GO:0048844	29	0.002908511909559242	0.032916331335080797	0.6026403586540885	1.7900723571618542	0.4317076958033464	
ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20250810%WP2586%HOMO SAPIENS	28	0.4191033138401559	0.7182991788118664	0.3442250082830428	1.0152309035407077	0.08730982576379309	
ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20250810%WP2873%HOMO SAPIENS	21	0.02439250577431883	0.15169304536472175	0.5661599462929818	1.554574880071177	0.35248785758361917	
ARYL HYDROCARBON RECEPTOR SIGNALLING%REACTOME%R-HSA-8937144.3	5	0.9404761904761905	0.9950734527040321	0.2835396325055739	0.544972060402398	0.048118399265797474	
ASPARAGINE N-LINKED GLYCOSYLATION%REACTOME%R-HSA-446203.7	258	0.5700197238658777	0.8177219855832241	0.2230602687735212	0.9623068852818122	0.07165273668294567	
ASPARTATE AND ASPARAGINE METABOLISM%REACTOME%R-HSA-8963693.6	7	0.04659853660384089	0.23958704511823364	0.730664595445737	1.537575355686578	0.3217759180753611	
ASPARTATE FAMILY AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:0009067	13	0.22420634920634921	0.5421256665731126	0.49335151577986186	1.2230547684492712	0.1281429168984153	
ASPARTATE FAMILY AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009068	10	0.7139959432048681	0.8815052108834022	-0.3519835966205101	-0.8175879685176716	0.06197627360019979	
ASPARTATE FAMILY AMINO ACID METABOLIC PROCESS%GOBP%GO:0009066	27	0.15503875968992248	0.4539685467104822	0.4383523336994865	1.2760144545375507	0.1552419662288392	
ASPARTATE METABOLISM%SMPDB%SMP0000067	12	0.07910750507099391	0.3206638513499408	0.6130326865476035	1.4724749466189446	0.22798720285044224	
ASPARTATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015810	13	0.5376984126984127	0.8013440610175797	0.37899750887930334	0.9395627572614179	0.07492788183937392	
ASPIRIN ADME%REACTOME DATABASE ID RELEASE 93%9749641	5	0.8795180722891566	0.9663804195691368	-0.3374329686677214	-0.6445844831816837	0.051740545987316304	
ASSEMBLY AND CELL SURFACE PRESENTATION OF NMDA RECEPTORS%REACTOME%R-HSA-9609736.5	16	0.05138339920948617	0.25641017073975253	0.5885536633859179	1.518670213823019	0.28201335001172506	
ASSEMBLY OF ACTIVE LPL AND LIPC LIPASE COMPLEXES%REACTOME DATABASE ID RELEASE 93%8963889	7	0.9918200408997955	1	-0.22448554673081805	-0.4703033547701996	0.04706995900826619	
ASSEMBLY OF ACTOMYOSIN APPARATUS INVOLVED IN CYTOKINESIS%GOBP%GO:0000912	7	0.020345445507824	0.1340838396720449	-0.7619290290174425	-1.596262136525827	0.35248785758361917	
ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME%R-HSA-2022090.5	31	0.2647058823529412	0.5795628458187811	-0.3649982805237244	-1.133017248776815	0.12043337164225933	
ASSEMBLY OF THE HIV VIRION%REACTOME DATABASE ID RELEASE 93%175474	16	0.7312252964426877	0.890601000730871	0.30967724586328593	0.7990734548923253	0.059603704257597284	
ASSEMBLY OF THE ORC COMPLEX AT THE ORIGIN OF REPLICATION%REACTOME%R-HSA-68616.6	21	0.014482001253535607	0.10560222332910231	-0.572206683895773	-1.6266068927564805	0.3807304007227924	
ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68867.10	85	7.475707636834175e-7	2.7362757394895648e-5	-0.555882119643826	-2.1084300975984154	0.6594443980379349	
ASSOCIATION OF TRIC CCT WITH TARGET PROTEINS DURING BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 93%390471	36	0.5877551020408164	0.8260968058596995	-0.28617695558006795	-0.9262907216155284	0.07182762936038092	
ASSOCIATIVE LEARNING%GOBP%GO:0008306	14	0.550098231827112	0.8055430644511129	0.36853216839190683	0.9290262582830113	0.07325586558284547	
ASTEMIZOLE H1-ANTIHISTAMINE ACTION%SMPDB%SMP0059897	7	0.6748466257668712	0.8641140490295237	-0.39157301930164656	-0.8203561756957367	0.06508775669173134	
ASTRAL MICROTUBULE ORGANIZATION%GOBP%GO:0030953	10	0.1440162271805274	0.44023091363535327	-0.5756614093667279	-1.3371470908219527	0.16565669520548273	
ASTROCYTE ACTIVATION%GOBP%GO:0048143	8	0.05182341650671785	0.2573138471634614	0.6906735562054306	1.532285709688182	0.27650059925447157	
ASTROCYTE DEVELOPMENT%GOBP%GO:0014002	12	0.3509127789046653	0.6613872934715419	0.45561074221634257	1.0943550287704467	0.09992769737310925	
ASTROCYTE DIFFERENTIATION%GOBP%GO:0048708	14	0.14734774066797643	0.44694573463243864	0.5220946139230486	1.316139125002622	0.1608014010700223	
ASYMMETRIC CELL DIVISION%GOBP%GO:0008356	9	0.09325396825396826	0.3513886610901536	0.6494063589107621	1.4516032508740697	0.20658792269689108	
ASYMMETRIC LOCALIZATION OF PCP PROTEINS%REACTOME%R-HSA-4608870.3	51	0.09760956175298804	0.3588736911948918	-0.3732707712624965	-1.3015591065983738	0.20207170902115992	
ASYMMETRIC NEUROBLAST DIVISION%GOBP%GO:0055059	5	0.01944309093529526	0.12969964319032326	0.8299477233773762	1.5951855366334255	0.35248785758361917	
ATENOLOL ACTION PATHWAY%SMPDB%SMP0000298	29	0.34509803921568627	0.6559527594821712	0.3596054684433562	1.0681657796406934	0.09889030075206362	
ATF-2 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATF-2 TRANSCRIPTION FACTOR NETWORK	47	0.4316831683168317	0.7251923690918827	0.30513577650160273	1.0072177258175508	0.08653997374441245	
ATF4 ACTIVATES GENES IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS%REACTOME DATABASE ID RELEASE 93%380994	25	0.018040976880277573	0.12292834488803667	0.5465521505770041	1.5629082849956846	0.35248785758361917	
ATF6 (ATF6-ALPHA) ACTIVATES CHAPERONE GENES%REACTOME%R-HSA-381183.5	9	0.10912698412698413	0.3797904655632013	0.6329239729301954	1.4147605486996064	0.19002330527910832	
ATF6 (ATF6-ALPHA) ACTIVATES CHAPERONES%REACTOME%R-HSA-381033.4	11	0.13052208835341367	0.41818856083297673	0.5814987554987416	1.3660553055132154	0.1737478389995708	
ATF6-MEDIATED UNFOLDED PROTEIN RESPONSE%GOBP%GO:0036500	8	0.1689059500959693	0.4731288718762201	0.5909435359383899	1.3110308440441776	0.1473312136993771	
ATM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATM PATHWAY	34	8.490012630342295e-5	0.0017235600898628915	-0.6312847252365382	-2.0339631100379254	0.5384340963099162	
ATM SIGNALING IN DEVELOPMENT AND DISEASE %WIKIPATHWAYS_20250810%WP3878%HOMO SAPIENS	37	0.0014401528570363088	0.018657559250499337	-0.5581712429626154	-1.807271475327799	0.45505986738722953	
ATM SIGNALING%WIKIPATHWAYS_20250810%WP2516%HOMO SAPIENS	30	2.6947665200329946e-6	8.670807567400283e-5	-0.7180554103733452	-2.240311912526927	0.6272567397185284	
ATOPIC DERMATITIS MECHANISM AND THERAPIES%WIKIPATHWAYS_20250810%WP5538%HOMO SAPIENS	5	0.4007936507936508	0.705605933797615	0.5693636385289256	1.0943347583030214	0.09082414190071554	
ATORVASTATIN ACTION PATHWAY%SMPDB%SMP0000131	21	1.500152807371136e-5	3.73936823832309e-4	-0.7421538798587911	-2.1097142875810304	0.5933254763964051	
ATP BIOSYNTHETIC PROCESS%GOBP%GO:0006754	72	0.004273320403447041	0.04513726777836317	-0.4382164594773539	-1.6118941673664293	0.40701791892395395	
ATP METABOLIC PROCESS%GOBP%GO:0046034	115	0.7125748502994012	0.8810293019254424	-0.22569462775208476	-0.8921059204650738	0.06130260753962072	
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GOBP%GO:0042773	73	8.41758004069065e-4	0.012099196070166445	-0.47320016949953814	-1.7453107152766933	0.47727081536286214	
ATP TRANSPORT%GOBP%GO:0015867	11	0.8432539682539683	0.9499891799206895	-0.2939773863548958	-0.7019171021815779	0.05312980547054692	
ATP-DEPENDENT CHROMATIN REMODELERS%REACTOME DATABASE ID RELEASE 93%9932444	29	0.01051488309908247	0.08462204148607644	-0.546129377453965	-1.6898345554867256	0.3807304007227924	
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	39	1.2946085632912128e-13	1.7703772103007335e-11	-0.8209792047277926	-2.686877083393289	0.9436322252328375	
ATR SIGNALING%WIKIPATHWAYS_20250810%WP3875%HOMO SAPIENS	9	6.486937258005254e-5	0.0013706091039124406	-0.884581087047274	-1.9995664949839023	0.5384340963099162	
ATRIAL CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0086014	5	0.39285714285714285	0.6985847379881526	0.5726519297074996	1.1006549570101818	0.09196861400004266	
ATRIAL CARDIAC MUSCLE CELL TO AV NODE CELL COMMUNICATION%GOBP%GO:0086066	5	0.39285714285714285	0.6985847379881526	0.5726519297074996	1.1006549570101818	0.09196861400004266	
ATRIAL CARDIAC MUSCLE CELL TO AV NODE CELL SIGNALING%GOBP%GO:0086026	5	0.39285714285714285	0.6985847379881526	0.5726519297074996	1.1006549570101818	0.09196861400004266	
ATRIAL CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0003228	9	0.7791164658634538	0.912475404174089	-0.32512598343607896	-0.7349366074483246	0.057366742676855584	
ATRIAL SEPTUM DEVELOPMENT%GOBP%GO:0003283	11	0.42971887550200805	0.7237447910011582	0.4426752030272243	1.039931391075502	0.08756971155485113	
ATRIAL SEPTUM MORPHOGENESIS%GOBP%GO:0060413	8	0.5700575815738963	0.8177219855832241	0.4093266690995797	0.9081068762809216	0.07028128417173922	
ATRIOVENTRICULAR CANAL DEVELOPMENT%GOBP%GO:0036302	7	0.09611451942740286	0.3557682549933115	-0.6748016411925778	-1.413727878159817	0.20658792269689108	
ATRIOVENTRICULAR NODE DEVELOPMENT%GOBP%GO:0003162	5	0.4578313253012048	0.7485278629583778	-0.5515491658337818	-1.0536019506687457	0.08407455779107234	
ATRIOVENTRICULAR VALVE DEVELOPMENT%GOBP%GO:0003171	17	0.24453280318091453	0.5651132614163669	0.4510122886508582	1.183326761578315	0.12210792028708148	
ATRIOVENTRICULAR VALVE FORMATION%GOBP%GO:0003190	6	0.8774703557312253	0.965855016492973	0.3154184015837663	0.6318403197708999	0.05111479544164116	
ATRIOVENTRICULAR VALVE MORPHOGENESIS%GOBP%GO:0003181	17	0.24453280318091453	0.5651132614163669	0.4510122886508582	1.183326761578315	0.12210792028708148	
ATTACHMENT AND ENTRY%REACTOME DATABASE ID RELEASE 93%9694614	14	0.6974459724950884	0.8738506574206086	0.3272467466131841	0.8249505650156199	0.061570675542167844	
ATTACHMENT OF GPI ANCHOR TO PROTEIN%GOBP%GO:0016255	6	0.5866935483870968	0.8256982100370718	-0.45668123661755683	-0.9220645184009285	0.07130529873400379	
ATTACHMENT OF GPI ANCHOR TO UPAR%REACTOME DATABASE ID RELEASE 93%162791	7	0.34355828220858897	0.6559527594821712	-0.536453935170948	-1.1238856535075807	0.10171390228231093	
ATTACHMENT OF MITOTIC SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:0051315	16	9.138009127119018e-6	2.534446137059545e-4	-0.8149443003607032	-2.1321199143055436	0.5933254763964051	
ATTACHMENT OF SPINDLE MICROTUBULES TO KINETOCHORE%GOBP%GO:0008608	30	2.1774822567201722e-7	8.786676352322464e-6	-0.7485637386200709	-2.335497005787187	0.6901324587967956	
ATTENUATION PHASE%REACTOME DATABASE ID RELEASE 93%3371568	13	0.21031746031746032	0.5289363254880496	0.5002581452960305	1.240176812049988	0.13284630060618333	
ATYPICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATYPICAL NF-KAPPAB PATHWAY	12	0.8506876227897839	0.9540697674418605	-0.27924733019724735	-0.6867654748607579	0.052269331749930564	
AUDITORY RECEPTOR CELL DEVELOPMENT%GOBP%GO:0060117	6	0.6027667984189723	0.8341091492776885	0.45698561228989637	0.9154251430802045	0.06895673516728111	
AUDITORY RECEPTOR CELL MORPHOGENESIS%GOBP%GO:0002093	5	0.5873015873015873	0.8259636378476545	0.4771689033761239	0.9171335877629981	0.07045008506584192	
AUDITORY RECEPTOR CELL STEREOCILIUM ORGANIZATION%GOBP%GO:0060088	5	0.5873015873015873	0.8259636378476545	0.4771689033761239	0.9171335877629981	0.07045008506584192	
AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450408.5	41	0.37083333333333335	0.6810644018453803	-0.3190700304714131	-1.0576679924788623	0.09821233512174378	
AURKA ACTIVATION BY TPX2%REACTOME DATABASE ID RELEASE 93%8854518	71	4.061037722167965e-6	1.2341042411254872e-4	-0.5785653434372608	-2.128344080471017	0.610526878385931	
AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING	31	0.009773693095819979	0.08032703023492781	-0.5468537075461735	-1.6975276768929701	0.3807304007227924	
AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING	38	5.665300815004799e-8	2.547057160937774e-6	-0.7278029087609813	-2.3637354030271465	0.7195128263389107	
AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME DATABASE ID RELEASE 93%174084	54	0.006419920580441399	0.05874585319240336	-0.4696764258145165	-1.6524756314855487	0.40701791892395395	
AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%R-HSA-349425.4	39	0.06041666666666667	0.2771227089615048	-0.42189100378595507	-1.3807527197209888	0.26635065708852557	
AUTONOMIC NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0048483	23	0.19207920792079208	0.5054706039509045	0.4506824540426086	1.2641617667226515	0.13959967345192228	
AUTOPHAGOSOME ASSEMBLY%GOBP%GO:0000045	64	0.15606936416184972	0.4557114352128032	0.3470370309020572	1.2219265560305086	0.15419096658142434	
AUTOPHAGOSOME MATURATION%GOBP%GO:0097352	40	0.08745247148288973	0.34025473933649286	0.4266095414206732	1.3606088749991356	0.2089550275493539	
AUTOPHAGOSOME MEMBRANE DOCKING%GOBP%GO:0016240	6	0.83399209486166	0.9441130096554602	0.3470705828079348	0.6952453849342078	0.05345721410899102	
AUTOPHAGOSOME ORGANIZATION%GOBP%GO:1905037	68	0.08514851485148515	0.336195311515526	0.36455443667589116	1.2870038451215935	0.21654283673534816	
AUTOPHAGOSOME-LYSOSOME FUSION%GOBP%GO:0061909	12	0.7221095334685599	0.8858015448526255	0.3348122857106589	0.8042029623340263	0.06143641072012707	
AUTOPHAGY IN PANCREATIC DUCTAL ADENOCARCINOMA%WIKIPATHWAYS_20250810%WP5331%HOMO SAPIENS	13	0.2876984126984127	0.603982637831252	0.46173754534909495	1.1446814057489594	0.11101149245045029	
AUTOPHAGY OF MITOCHONDRION%GOBP%GO:0000422	59	0.05158933051345214	0.25641017073975253	0.4082524644910516	1.4195671008118995	0.3217759180753611	
AUTOPHAGY OF PEROXISOME%GOBP%GO:0030242	16	0.027644802401243097	0.1646646850832665	0.6198864227218133	1.5995194741038241	0.35248785758361917	
AUTOPHAGY%GOBP%GO:0006914	209	2.4366400749112056e-4	0.004330533967071432	0.390669824190901	1.643942030881494	0.5188480777437918	
AUTOPHAGY%REACTOME%R-HSA-9612973.4	126	0.01019777496697287	0.08325646129752476	0.3728762637898207	1.4717340252457052	0.3807304007227924	
AUTOPHAGY%WIKIPATHWAYS_20250810%WP4923%HOMO SAPIENS	22	0.5019685039370079	0.779312033660444	0.34184355955138096	0.9476741851750005	0.07808923069433449	
AUTOSOMAL RECESSIVE OSTEOPETROSIS PATHWAYS%WIKIPATHWAYS_20250810%WP4788%HOMO SAPIENS	9	0.34325396825396826	0.6559527594821712	0.4991859156851899	1.1158189137762111	0.09992769737310925	
AV NODE CELL TO BUNDLE OF HIS CELL COMMUNICATION%GOBP%GO:0086067	6	0.5731225296442688	0.8183641276667987	0.46846560547389654	0.9384216535181666	0.07147862874255066	
AXIN MISSENSE MUTANTS DESTABILIZE THE DESTRUCTION COMPLEX%REACTOME DATABASE ID RELEASE 93%5467340	14	0.9823182711198428	1	0.2054796247989375	0.5179899703554512	0.04567904149300621	
AXIS ELONGATION%GOBP%GO:0003401	5	0.5416666666666666	0.8028482021964797	0.5070396377113843	0.9745460753668236	0.0745500777420554	
AXIS SPECIFICATION%GOBP%GO:0009798	25	0.807843137254902	0.9299688447809851	0.26843082276761765	0.7675987669407397	0.05456806466709405	
AXO-DENDRITIC PROTEIN TRANSPORT%GOBP%GO:0099640	8	0.42610364683301344	0.7206143089518808	0.46802114878552126	1.0383228251214491	0.08553569479878835	
AXO-DENDRITIC TRANSPORT%GOBP%GO:0008088	55	0.09765625	0.3589113241881299	0.3867881710663913	1.319659771580467	0.19991523130966152	
AXON CHOICE POINT RECOGNITION%GOBP%GO:0016198	5	0.26785714285714285	0.5829129241094125	0.6281945753035274	1.2074096626687372	0.11573444770168878	
AXON DEVELOPMENT%GOBP%GO:0061564	211	0.3483606557377049	0.6593539054966249	0.24518581224851596	1.03294319033575	0.10099058745592349	
AXON ENSHEATHMENT IN CENTRAL NERVOUS SYSTEM%GOBP%GO:0032291	10	0.2357563850687623	0.5561602870813397	0.5311539675727336	1.2239460948323908	0.12384217120104962	
AXON ENSHEATHMENT%GOBP%GO:0008366	45	0.33400402414486924	0.6508626813043153	0.33182693186045187	1.0805934176041847	0.10244940562982624	
AXON EXTENSION INVOLVED IN AXON GUIDANCE%GOBP%GO:0048846	6	0.2727272727272727	0.5883594932674687	0.595254221723079	1.1924022692081435	0.11426650248443287	
AXON EXTENSION%GOBP%GO:0048675	21	0.424901185770751	0.7202737434048194	0.3684941031272584	1.0118195042352023	0.08730982576379309	
AXON GUIDANCE MEDIATED BY NETRIN%PANTHER PATHWAY%P00009	22	0.1437007874015748	0.4399496121753438	0.47659435947500106	1.321236450577582	0.16318012718068908	
AXON GUIDANCE MEDIATED BY SEMAPHORINS%PANTHER PATHWAY%P00007	15	0.6447638603696099	0.855572098274822	-0.338826491802623	-0.8710807241905865	0.0675188953767744	
AXON GUIDANCE MEDIATED BY SLIT ROBO%PANTHER PATHWAY%P00008	12	0.5088408644400786	0.7807377675646205	-0.39692557697541936	-0.9761768614344707	0.077274697304471	
AXON GUIDANCE%GOBP%GO:0007411	121	0.030011904662072722	0.17321303857291134	0.34193466381714255	1.3422971737250284	0.35248785758361917	
AXON GUIDANCE%WIKIPATHWAYS_20250810%WP5289%HOMO SAPIENS	49	0.5009784735812133	0.7790958507951559	0.2920087683941869	0.9708692717817811	0.07788401119770678	
AXON REGENERATION%GOBP%GO:0031103	8	0.5047984644913628	0.7807377675646205	0.4344728091191864	0.9638945500085095	0.0764767053228531	
AXONAL FASCICULATION%GOBP%GO:0007413	12	0.40365111561866124	0.7069279410141122	0.4407703180306826	1.0587090456277757	0.0916795246008379	
AXONAL GROWTH INHIBITION (RHOA ACTIVATION)%REACTOME DATABASE ID RELEASE 93%193634	5	0.21825396825396826	0.5352624589361851	0.6537776146578882	1.2565810661339214	0.13010563075112855	
AXONAL TRANSPORT OF MITOCHONDRION%GOBP%GO:0019896	8	0.42610364683301344	0.7206143089518808	0.4679155687152746	1.0380885916961018	0.08553569479878835	
AXONAL TRANSPORT%GOBP%GO:0098930	49	0.1780821917808219	0.4873255309266183	0.3692649796217398	1.2277303309464926	0.1446305280344838	
AXONEMAL DYNEIN COMPLEX ASSEMBLY%GOBP%GO:0070286	16	0.05138339920948617	0.25641017073975253	0.5963492510224102	1.5387855023332955	0.28201335001172506	
AXONEME ASSEMBLY%GOBP%GO:0035082	40	0.0779467680608365	0.31844974204439674	0.4319081545537201	1.3775080283326555	0.22205604614524838	
AXONOGENESIS%GOBP%GO:0007409	187	0.09979633401221996	0.36049529447715395	0.28826970959880627	1.2013626491631082	0.20207170902115992	
AZATADINE H1-ANTIHISTAMINE ACTION%SMPDB%SMP0059865	7	0.6748466257668712	0.8641140490295237	-0.39157301930164656	-0.8203561756957367	0.06508775669173134	
AZATHIOPRINE ACTION PATHWAY%SMPDB%SMP0000427	35	0.0011929751992235927	0.01589449771523071	-0.5824365279730066	-1.874250994712762	0.45505986738722953	
AZATHIOPRINE ADME%REACTOME%R-HSA-9748787.3	17	0.042482675834290023	0.22264439553420784	-0.5818616575012042	-1.5498263032897308	0.3217759180753611	
AZELASTINE H1-ANTIHISTAMINE ACTION%SMPDB%SMP0060741	7	0.6748466257668712	0.8641140490295237	-0.39157301930164656	-0.8203561756957367	0.06508775669173134	
AZOLE TRANSMEMBRANE TRANSPORT%GOBP%GO:0045117	7	0.7426900584795322	0.8953857043842444	0.36820954905743686	0.7748424268645548	0.0582216241124161	
B CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002312	18	0.016771577208481794	0.11612724978531064	-0.604657112160246	-1.6504882574122393	0.35248785758361917	
B CELL ACTIVATION%GOBP%GO:0042113	58	0.42362525458248473	0.7189584533893287	-0.28725148027125474	-1.0141717438799958	0.08916471178206781	
B CELL ACTIVATION%PANTHER PATHWAY%P00010	38	0.9961389961389961	1	0.1728861206187328	0.5444966171744222	0.04424074234773751	
B CELL ACTIVATION%REACTOME%R-HSA-983705.3	78	0.911522633744856	0.983222157301912	-0.20987583299072743	-0.7806446071626747	0.051218434854034045	
B CELL DIFFERENTIATION%GOBP%GO:0030183	38	0.30165289256198347	0.6167097965459488	-0.3409120333113875	-1.1072033826134908	0.11056471633661853	
B CELL HOMEOSTASIS%GOBP%GO:0001782	7	0.20272904483430798	0.518999005574258	0.5995578656181719	1.2616806729497665	0.13427345288320233	
B CELL MEDIATED IMMUNITY%GOBP%GO:0019724	19	0.250996015936255	0.568788387150443	-0.4207142809765524	-1.1660965165741033	0.12043337164225933	
B CELL PROLIFERATION%GOBP%GO:0042100	6	0.7016129032258065	0.8751052248747518	-0.4008818602941209	-0.8094025105684762	0.06252374147247618	
B CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050853	11	0.7409638554216867	0.8950002157357145	0.3286811784494614	0.7721369364894441	0.05973179763644106	
B CELL RECEPTOR SIGNALING%WIKIPATHWAYS_20250810%WP23%HOMO SAPIENS	56	0.47470817120622566	0.7596256547532095	0.29029480987026285	0.9947898505914742	0.08041999687615399	
B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 93%5250924	42	0.1653061224489796	0.4674802208593503	-0.36419111701279494	-1.2226866231811506	0.15419096658142434	
BACTERIAL INFECTION PATHWAYS%REACTOME%R-HSA-9824439.2	53	0.6542239685658153	0.8615071812891557	0.2628836713799505	0.8871894522127531	0.06464845684219278	
BAFETINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032597	17	0.5864811133200796	0.8256352647625828	0.3467397013314424	0.9097454286989463	0.07061962471225905	
BAMIPINE H1-ANTIHISTAMINE ACTION%SMPDB%SMP0062882	7	0.6748466257668712	0.8641140490295237	-0.39157301930164656	-0.8203561756957367	0.06508775669173134	
BARBED-END ACTIN FILAMENT CAPPING%GOBP%GO:0051016	13	0.9738955823293173	1	-0.22696084057441657	-0.5620162455739197	0.04706995900826619	
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS	28	1.3333232063317973e-6	4.6388340245734545e-5	-0.7357212249011773	-2.253181760840767	0.6435518361507222	
BARDET BIEDL SYNDROME%WIKIPATHWAYS_20250810%WP5234%HOMO SAPIENS	66	0.9902152641878669	1	0.16801930730013476	0.5938692167621895	0.04513442222090974	
BASE CONVERSION OR SUBSTITUTION EDITING%GOBP%GO:0016553	8	0.4472168905950096	0.7392609272704381	0.4604079254415811	1.021432597850153	0.08289621345715653	
