pathway	pval	padj	log2err	ES	NES	size	leadingEdge
MISCELLANEOUS TRANSPORT AND BINDING EVENTS%REACTOME DATABASE ID RELEASE 93%5223345	0.23443983402489627	0.5697745806233715	0.1281429168984153	-0.4462035407035179	-1.1968713696599638	18	
NEGATIVE REGULATION OF PROTEIN FOLDING%GOBP%GO:1903333	0.2345415778251599	0.5697745806233715	0.13010563075112855	-0.6300938028602183	-1.2510333326863623	6	
PTK6 REGULATES CELL CYCLE%REACTOME DATABASE ID RELEASE 93%8849470	0.2345415778251599	0.5697745806233715	0.13010563075112855	-0.6296891186773443	-1.2502298437460044	6	
VERY LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0000038	0.23493975903614459	0.5703197405004634	0.12563992130984047	-0.4113003965027038	-1.1846682060083338	24	
TELOMERIC D-LOOP DISASSEMBLY%GOBP%GO:0061820	0.23504273504273504	0.5704290779469483	0.13010563075112855	-0.6030555433648745	-1.2537151568473368	7	
PROTEIN POLYMERIZATION%GOBP%GO:0051258	0.23565573770491804	0.5711755333137385	0.12687572992985735	-0.3087021364130808	-1.1343551145982318	73	
STEROID METABOLIC PROCESS%GOBP%GO:0008202	0.2359081419624217	0.5712955361527129	0.1281429168984153	-0.2885820289503589	-1.1033549250540489	98	
TRIGLYCERIDE CATABOLIC PROCESS%GOBP%GO:0019433	0.23667377398720682	0.5718509285652239	0.12944288774504625	-0.6293233997971407	-1.2495037193063565	6	
RESPONSE TO TUMOR CELL%GOBP%GO:0002347	0.23678646934460887	0.5718509285652239	0.12878871306171366	-0.48538049710012987	-1.1926518941861741	13	
NEGATIVE REGULATION OF GLYCOGEN BIOSYNTHETIC PROCESS%GOBP%GO:0045719	0.23689727463312368	0.5718509285652239	0.1281429168984153	-0.6672236420880376	-1.2642465847063502	5	
TRICARBOXYLIC ACID CYCLE%GOBP%GO:0006099	0.23705179282868527	0.5718509285652239	0.12443416863039332	-0.39623945978378133	-1.171692398916602	27	
GALACTOSEMIA II (GALK)%SMPDB%SMP0000495	0.23717948717948717	0.5718509285652239	0.12944288774504625	-0.5989234909650134	-1.2451248756044382	7	
GALACTOSEMIA III%SMPDB%SMP0000496	0.23717948717948717	0.5718509285652239	0.12944288774504625	-0.5989234909650134	-1.2451248756044382	7	
NUCLEOTIDE SUGARS METABOLISM%PATHWHIZ%PW000031	0.23717948717948717	0.5718509285652239	0.12944288774504625	-0.5989234909650134	-1.2451248756044382	7	
TELOMERASE RNA LOCALIZATION TO CAJAL BODY%GOBP%GO:0090671	0.23717948717948717	0.5718509285652239	0.12944288774504625	-0.5981155038741227	-1.2434451204416974	7	
TELOMERASE RNA LOCALIZATION%GOBP%GO:0090672	0.23717948717948717	0.5718509285652239	0.12944288774504625	-0.5981155038741227	-1.2434451204416974	7	
MRNA 3'-END PROCESSING%GOBP%GO:0031124	0.2375249500998004	0.5718509285652239	0.12443416863039332	-0.39303061061959504	-1.175987823803759	28	
BETA2 ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04378	0.23760330578512398	0.5718509285652239	0.12687572992985735	-0.4616881525572066	-1.191752474521718	15	
HISTAMINE H2 RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04386	0.23760330578512398	0.5718509285652239	0.12687572992985735	-0.4616881525572066	-1.191752474521718	15	
POSITIVE REGULATION OF ATP-DEPENDENT ACTIVITY%GOBP%GO:0032781	0.23760330578512398	0.5718509285652239	0.12687572992985735	-0.462898928527569	-1.1948778422635122	15	
PID_PDGFRA_PATHWAY%MSIGDB_C2%PID_PDGFRA_PATHWAY	0.23770491803278687	0.5718546735357746	0.12625398784911535	-0.45045914494224604	-1.197666714504385	17	
POSITIVE REGULATION OF ACTIVATED T CELL PROLIFERATION%GOBP%GO:0042104	0.23880597014925373	0.5729970902036857	0.12878871306171366	-0.6264176775993785	-1.2437344904892724	6	
LYMPHOCYTE PROLIFERATION%GOBP%GO:0046651	0.23890063424947147	0.5729970902036857	0.1281429168984153	-0.4846849484674358	-1.1909428280015268	13	
MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032943	0.23890063424947147	0.5729970902036857	0.1281429168984153	-0.4846849484674358	-1.1909428280015268	13	
GENES RELATED TO PRIMARY CILIUM DEVELOPMENT BASED ON CRISPR %WIKIPATHWAYS_20250810%WP4536%HOMO SAPIENS	0.2389937106918239	0.5729970902036857	0.1275053153001827	-0.29576834980954453	-1.114369454425574	85	
BIOCARTA_MTA3_PATHWAY%MSIGDB_C2%BIOCARTA_MTA3_PATHWAY	0.2390852390852391	0.5729970902036857	0.12687572992985735	-0.5638862513071857	-1.2191545193629032	8	
TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060337	0.2392638036809816	0.5729970902036857	0.12563992130984047	-0.41411563289375863	-1.1829949210995887	23	
REGULATION OF VITAMIN D RECEPTOR SIGNALING PATHWAY%GOBP%GO:0070562	0.23931623931623933	0.5729970902036857	0.12878871306171366	-0.59672428779946	-1.240552868312611	7	
ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA%REACTOME DATABASE ID RELEASE 93%111447	0.23958333333333334	0.5729970902036857	0.12687572992985735	-0.4718907639259363	-1.1970778349308124	14	
METABOTROPIC GLUTAMATE RECEPTOR GROUP III PATHWAY%PANTHER PATHWAY%P00039	0.23983739837398374	0.5729970902036857	0.12503336755527242	-0.34433945388404474	-1.135690720933617	43	
NEGATIVE REGULATION OF GLUCONEOGENESIS%GOBP%GO:0045721	0.24	0.5729970902036857	0.1275053153001827	-0.4937288537436138	-1.19204963280569	12	
POSITIVE REGULATION OF LONG-TERM NEURONAL SYNAPTIC PLASTICITY%GOBP%GO:0048170	0.24093816631130063	0.5741232297921263	0.1281429168984153	-0.6238487315177031	-1.2386339210764943	6	
REGULATION OF BETA-CELL DEVELOPMENT%REACTOME%R-HSA-186712.4	0.24130879345603273	0.5744596835022366	0.12503336755527242	-0.41163683236176546	-1.175913786733142	23	
REGULATION OF SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060390	0.241869918699187	0.5749835907335907	0.12443416863039332	-0.3430780860338991	-1.1315305128978081	43	
TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006383	0.24229979466119098	0.575279425665321	0.12503336755527242	-0.37410944769483867	-1.1607158591238596	34	
PEPTIDE HORMONE PROCESSING%GOBP%GO:0016486	0.24236252545824846	0.5752896397449166	0.12443416863039332	-0.4458563010688834	-1.177382725189382	16	
SULFUR COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0044272	0.24279835390946503	0.5759850082915451	0.12503336755527242	-0.3147754870442929	-1.136529907500329	67	
SUMOYLATION BY RANBP2 REGULATES TRANSCRIPTIONAL REPRESSION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SUMOYLATION BY RANBP2 REGULATES TRANSCRIPTIONAL REPRESSION	0.24285714285714285	0.5759850082915451	0.12443416863039332	-0.49778175844293554	-1.1883881629376323	11	
BETA OXIDATION OF DECANOYL-COA TO OCTANOYL-COA-COA%REACTOME%R-HSA-77346.5	0.24307036247334754	0.5759850082915451	0.1275053153001827	-0.6226278998570695	-1.236209994521244	6	
MRNA 3'-END PROCESSING BY STEM-LOOP BINDING AND CLEAVAGE%GOBP%GO:0006398	0.24307036247334754	0.5759850082915451	0.1275053153001827	-0.6231843366480296	-1.2373147839507928	6	
REGULATION OF CENTROMERIC SISTER CHROMATID COHESION%GOBP%GO:0070602	0.2431865828092243	0.5759850082915451	0.12625398784911535	-0.6643272424828613	-1.2587585248148727	5	
CELLULAR RESPONSE TO CATECHOLAMINE STIMULUS%GOBP%GO:0071870	0.24329896907216494	0.5759850082915451	0.12503336755527242	-0.429530963779118	-1.1734531356660993	19	
CELLULAR RESPONSE TO MONOAMINE STIMULUS%GOBP%GO:0071868	0.24329896907216494	0.5759850082915451	0.12503336755527242	-0.429530963779118	-1.1734531356660993	19	
PROCESSING OF INTRONLESS PRE-MRNAS%REACTOME%R-HSA-77595.4	0.24329896907216494	0.5759850082915451	0.12503336755527242	-0.4313168678858065	-1.1783321198388685	19	
RESPONSE TO CATECHOLAMINE%GOBP%GO:0071869	0.24329896907216494	0.5759850082915451	0.12503336755527242	-0.429530963779118	-1.1734531356660993	19	
RESPONSE TO MONOAMINE%GOBP%GO:0071867	0.24329896907216494	0.5759850082915451	0.12503336755527242	-0.429530963779118	-1.1734531356660993	19	
NOTCH1 REGULATION OF ENDOTHELIAL CELL CALCIFICATION%WIKIPATHWAYS_20250810%WP3413%HOMO SAPIENS	0.24489795918367346	0.5769957660020217	0.12384217120104962	-0.4969507718029879	-1.1864042921554603	11	
PURINE NUCLEOTIDE SALVAGE%GOBP%GO:0032261	0.24520255863539445	0.5775752134746636	0.12687572992985735	-0.6208529834798256	-1.2326859485131998	6	
URETERIC BUD DEVELOPMENT%GOBP%GO:0001657	0.24688796680497926	0.579558936871943	0.12443416863039332	-0.4415604066050419	-1.1844168869833003	18	
ACTIVATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0032147	0.24701195219123506	0.579558936871943	0.12154328203546907	-0.3942391734440099	-1.165777490034872	27	
MACROMOLECULE METHYLATION%GOBP%GO:0043414	0.24737945492662475	0.579891385703453	0.12503336755527242	-0.28457147838559627	-1.1024312149657682	104	
RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0009410	0.24737945492662475	0.579891385703453	0.12503336755527242	-0.29470963762805324	-1.1103805336473977	85	
CARDIAC PROGENITOR DIFFERENTIATION%WIKIPATHWAYS_20250810%WP2406%HOMO SAPIENS	0.24742268041237114	0.579891385703453	0.12384217120104962	-0.42065730189156164	-1.1713974814298889	20	
ACTIVATION OF PUMA AND TRANSLOCATION TO MITOCHONDRIA%REACTOME DATABASE ID RELEASE 93%139915	0.24786324786324787	0.5799012789632595	0.12625398784911535	-0.5931489579363989	-1.2331199787730542	7	
BETAINE METABOLISM%SMPDB%SMP0000123	0.24786324786324787	0.5799012789632595	0.12625398784911535	-0.5928924629905984	-1.2325867416529532	7	
POSITIVE REGULATION OF ORGANIC ACID TRANSPORT%GOBP%GO:0032892	0.24786324786324787	0.5799012789632595	0.12625398784911535	-0.5931552339499263	-1.2331330262168103	7	
LONG-CHAIN FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0035338	0.24791666666666667	0.5799012789632595	0.12443416863039332	-0.4689443448350463	-1.1896034504847652	14	
TRANSMISSION OF NERVE IMPULSE%GOBP%GO:0019226	0.24793388429752067	0.5799012789632595	0.12384217120104962	-0.45692537344345924	-1.1794583453287333	15	
FATTY ACID BETA-OXIDATION%GOBP%GO:0006635	0.24899598393574296	0.5816605547619556	0.12154328203546907	-0.33970327110194115	-1.1365880208971062	46	
INOSITOL METABOLIC PROCESS%GOBP%GO:0006020	0.24946695095948826	0.5817692229626873	0.12563992130984047	-0.6186642586964259	-1.2283402976788633	6	
REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GOBP%GO:0045652	0.25	0.5827414772727273	0.12325722638133735	-0.456406917221586	-1.1781200578246545	15	
NUCLEAR RNA SURVEILLANCE%GOBP%GO:0071027	0.25051334702258726	0.5835236372804339	0.12267918956880833	-0.3708939072693025	-1.1507392899926299	34	
SEX DIFFERENTIATION%GOBP%GO:0007548	0.25100401606425704	0.5839757897373995	0.12098514214525231	-0.33802864436969027	-1.1405075449888116	47	
GLUTAMINE FAMILY AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009065	0.2515463917525773	0.584331477253001	0.12267918956880833	-0.5418903749596861	-1.2137410303291232	9	
DEFECTIVE LFNG CAUSES SCDO3%REACTOME DATABASE ID RELEASE 93%5083630	0.25157232704402516	0.584331477253001	0.12384217120104962	-0.6611420770022209	-1.2527233151391148	5	
POSITIVE REGULATION OF MONOATOMIC ION TRANSPORT%GOBP%GO:0043270	0.25203252032520324	0.5851243091539615	0.12154328203546907	-0.3036920644299949	-1.1230206637081703	74	
MEMBRANE DISASSEMBLY%GOBP%GO:0030397	0.2530612244897959	0.5871233289867028	0.12154328203546907	-0.4922183623510822	-1.175106290010081	11	
ALPHA-LINOLENIC ACID METABOLIC PROCESS%GOBP%GO:0036109	0.2536082474226804	0.5871233289867028	0.12210792028708148	-0.5404306505215427	-1.210471499210988	9	
MICROTUBULE POLYMERIZATION%GOBP%GO:0046785	0.2536082474226804	0.5871233289867028	0.12210792028708148	-0.3662314582255795	-1.1405172512394688	35	
NEGATIVE REGULATION OF HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:1901533	0.25363825363825365	0.5871233289867028	0.12267918956880833	-0.5564964581552754	-1.2031773613856986	8	
CELLULAR RESPONSE TO IRON ION%GOBP%GO:0071281	0.25366876310272535	0.5871233289867028	0.12325722638133735	-0.6601095490762035	-1.2507668948000565	5	
POSTSYNAPTIC MEMBRANE ASSEMBLY%GOBP%GO:0097104	0.25366876310272535	0.5871233289867028	0.12325722638133735	-0.660466239530188	-1.2514427471826792	5	
RAS AND BRADYKININ PATHWAYS IN COVID 19%WIKIPATHWAYS_20250810%WP4969%HOMO SAPIENS	0.25366876310272535	0.5871233289867028	0.12325722638133735	-0.6599044540400687	-1.2503782834220751	5	
IMP BIOSYNTHETIC PROCESS%GOBP%GO:0006188	0.2537313432835821	0.5871301541645474	0.12443416863039332	-0.6133373924991011	-1.217763956281181	6	
REGULATION OF KINASE ACTIVITY%GOBP%GO:0043549	0.2549019607843137	0.5890083796954595	0.12563992130984047	-0.2542682569120936	-1.0732465690588442	184	
NOTCH SIGNALING PATHWAY%GOBP%GO:0007219	0.25510204081632654	0.5893268091994512	0.12098514214525231	-0.3547272081468121	-1.120276514964539	36	
BIOCARTA_SARS_PATHWAY%MSIGDB_C2%BIOCARTA_SARS_PATHWAY	0.2557651991614256	0.5903103963767924	0.12267918956880833	-0.6593154126826241	-1.2492621756024096	5	
NEGATIVE REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032387	0.25667351129363447	0.5914363192597999	0.12098514214525231	-0.3689275315281343	-1.1446383921889687	34	
LAMIVUDINE METABOLISM PATHWAY%PATHWHIZ%PW000625	0.2571428571428571	0.5915265828708542	0.12043337164225933	-0.4895877103488232	-1.16882595601377	11	
DETERMINATION OF HEART LEFT/RIGHT ASYMMETRY%GOBP%GO:0061371	0.25748502994011974	0.5917784270017328	0.11881503941226282	-0.3958956092928579	-1.155163609708072	26	
GLUCAGON SIGNALING IN METABOLIC REGULATION%REACTOME DATABASE ID RELEASE 93%163359	0.2575452716297787	0.5917784270017328	0.11934844059101546	-0.39569457601587127	-1.1504031120811997	25	
METABOLIC COMPOUND SALVAGE%GOBP%GO:0043094	0.25773195876288657	0.5917784270017328	0.12098514214525231	-0.4199489164480833	-1.1694248521170474	20	
ORGAN INDUCTION%GOBP%GO:0001759	0.2578616352201258	0.5917784270017328	0.12210792028708148	-0.6562620127623587	-1.2434766335780627	5	
REGULATION OF HEART MORPHOGENESIS%GOBP%GO:2000826	0.2578616352201258	0.5917784270017328	0.12210792028708148	-0.6562620127623587	-1.2434766335780627	5	
PHASE 1 - INACTIVATION OF FAST NA+ CHANNELS%REACTOME%R-HSA-5576894.4	0.2579957356076759	0.5917784270017328	0.12325722638133735	-0.6130050006796653	-1.217104001773235	6	
DEFECTIVE B4GALT7 CAUSES EDS, PROGEROID TYPE%REACTOME%R-HSA-3560783.4	0.2581967213114754	0.5917784270017328	0.12043337164225933	-0.4420290006092686	-1.1752529098798408	17	
INTERACTOME OF POLYCOMB REPRESSIVE COMPLEX 2 PRC2 %WIKIPATHWAYS_20250810%WP2916%HOMO SAPIENS	0.25826446280991733	0.5917784270017328	0.12098514214525231	-0.45428128546998825	-1.1726331791039042	15	
PYRIMIDINE RIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009218	0.25826446280991733	0.5917784270017328	0.12098514214525231	-0.45457473621265193	-1.1733906615014547	15	
SYNAPTIC VESICLE FUSION TO PRESYNAPTIC ACTIVE ZONE MEMBRANE%GOBP%GO:0031629	0.25854700854700857	0.592150231717573	0.12325722638133735	-0.5899290992163614	-1.226426091742858	7	
VESICLE FUSION TO PLASMA MEMBRANE%GOBP%GO:0099500	0.25854700854700857	0.592150231717573	0.12325722638133735	-0.5899290992163614	-1.226426091742858	7	
ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS%REACTOME DATABASE ID RELEASE 93%442755	0.2587268993839836	0.592424430542954	0.12043337164225933	-0.3241774964034437	-1.1300007178878402	55	
POSITIVE REGULATION OF TRANSPORTER ACTIVITY%GOBP%GO:0032411	0.2595573440643863	0.5937736081919023	0.11881503941226282	-0.4075615986636106	-1.1625491285901581	22	
NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0009116	0.25971370143149286	0.593974069612169	0.11988784511542344	-0.40194168049744994	-1.1482178619629777	23	
POSITIVE REGULATION OF FIBROBLAST APOPTOTIC PROCESS%GOBP%GO:2000271	0.259958071278826	0.5942339832869081	0.12154328203546907	-0.6558622089540582	-1.242719090578515	5	
PROTEIN K11-LINKED UBIQUITINATION%GOBP%GO:0070979	0.2606060606060606	0.5950060341048691	0.11881503941226282	-0.3509784480468471	-1.1212245117573425	37	
POSITIVE REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1901030	0.2606837606837607	0.5950060341048691	0.12267918956880833	-0.5878464538355965	-1.2220964008728692	7	
PURINE METABOLISM%WIKIPATHWAYS_20250810%WP4792%HOMO SAPIENS	0.2606837606837607	0.5950060341048691	0.12267918956880833	-0.588610779554174	-1.2236853867443895	7	
GLUCOSE METABOLISM%REACTOME DATABASE ID RELEASE 93%70326	0.2609603340292276	0.5951202154494827	0.12098514214525231	-0.31359198754733525	-1.113801776674181	62	
HETEROCHROMATIN ORGANIZATION%GOBP%GO:0070828	0.26105263157894737	0.5951202154494827	0.12154328203546907	-0.4877243769594528	-1.1775525373017959	12	
PID_NOTCH_PATHWAY%MSIGDB_C2%PID_NOTCH_PATHWAY	0.2612244897959184	0.595374149659864	0.11934844059101546	-0.34576315575040717	-1.1295801420314115	40	
REGULATION OF GRANULOCYTE CHEMOTAXIS%GOBP%GO:0071622	0.26156941649899396	0.5958844226860469	0.11828752612408502	-0.4069772039679662	-1.1608821718739175	22	
REGULATION OF CELL COMMUNICATION BY ELECTRICAL COUPLING INVOLVED IN CARDIAC CONDUCTION%GOBP%GO:1901844	0.26195426195426197	0.596071565334334	0.12043337164225933	-0.5522687296569772	-1.1940367691237113	8	
REGULATION OF L-GLUTAMATE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0002036	0.2620545073375262	0.5961618944651763	0.12098514214525231	-0.6544281951291561	-1.2400019400367857	5	
ENDOCRINE SYSTEM DEVELOPMENT%GOBP%GO:0035270	0.26294820717131473	0.597336321525691	0.11724971674979229	-0.389809425103414	-1.1526785865015847	27	
HIPPOCAMPUS DEVELOPMENT%GOBP%GO:0021766	0.26348547717842324	0.5978976741873139	0.11988784511542344	-0.4312718295480205	-1.1568193845191244	18	
NUCLEOSOME DISASSEMBLY%GOBP%GO:0006337	0.26348547717842324	0.5978976741873139	0.11988784511542344	-0.4327259320311691	-1.160719787523296	18	
TRIGLYCERIDE METABOLISM%REACTOME%R-HSA-8979227.2	0.26348547717842324	0.5978976741873139	0.11988784511542344	-0.4334977896799209	-1.162790175220775	18	
STRESS RESPONSE TO METAL ION%GOBP%GO:0097501	0.26369168356997974	0.5982277226797282	0.11828752612408502	-0.512280397099266	-1.1857352893766204	10	
POST-TRANSLATIONAL MODIFICATION: SYNTHESIS OF GPI-ANCHORED PROTEINS%REACTOME DATABASE ID RELEASE 93%163125	0.26422764227642276	0.5993055438501863	0.11828752612408502	-0.3372178314805829	-1.1122023858318013	43	
EPITHELIAL TO MESENCHYMAL TRANSITION INVOLVED IN ENDOCARDIAL CUSHION FORMATION%GOBP%GO:0003198	0.26439232409381663	0.5993785383787876	0.12154328203546907	-0.6095820230483564	-1.2103077769978625	6	
BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY	0.26476578411405294	0.5993785383787876	0.11828752612408502	-0.412917283201373	-1.1661907607757889	21	
PEPTIDYL-LYSINE METHYLATION%GOBP%GO:0018022	0.26476578411405294	0.5993785383787876	0.11828752612408502	-0.4373898726422306	-1.155025237923427	16	
UTERINE NATURAL KILLER CELLS AND PROGESTERONE ESTROGEN AND CHORIONIC GONADOTROPIN%WIKIPATHWAYS_20250810%WP5569%HOMO SAPIENS	0.26476578411405294	0.5993785383787876	0.11828752612408502	-0.4365223331652089	-1.1527343069862248	16	
NEUROGENESIS REGULATION IN THE OLFACTORY EPITHELIUM%WIKIPATHWAYS_20250810%WP5265%HOMO SAPIENS	0.2649402390438247	0.5993785383787876	0.11673920479122178	-0.3450043908468624	-1.1147350858345868	38	
REGULATION OF STEM CELL DIFFERENTIATION%GOBP%GO:2000736	0.2654320987654321	0.6001020538333971	0.11881503941226282	-0.3186625681985573	-1.1145994285437257	56	
NEGATIVE REGULATION OF AXONOGENESIS%GOBP%GO:0050771	0.26597938144329897	0.6006773101950025	0.11881503941226282	-0.4171286950584199	-1.1615714279209828	20	
MRNA SPLICING%PANTHER PATHWAY%P00058	0.2662473794549266	0.6006773101950025	0.11988784511542344	-0.6515795483171647	-1.234604361510005	5	
PYRIMIDINE NUCLEOBASE BIOSYNTHETIC PROCESS%GOBP%GO:0019856	0.2662473794549266	0.6006773101950025	0.11988784511542344	-0.6515410503866053	-1.2345314161373324	5	
RNA POLYMERASE I PROMOTER ESCAPE%REACTOME DATABASE ID RELEASE 93%73772	0.266260162601626	0.6006773101950025	0.11776578836269024	-0.3359592819798314	-1.1080514731968512	43	
FRUCTOSE AND MANNOSE DEGRADATION%SMPDB%SMP0087197	0.266384778012685	0.6006773101950025	0.12043337164225933	-0.47355484867114017	-1.1635945215000507	13	
SPHINGOID BIOSYNTHETIC PROCESS%GOBP%GO:0046520	0.266384778012685	0.6006773101950025	0.12043337164225933	-0.47367641392167537	-1.1638932253564773	13	
SPHINGOSINE BIOSYNTHETIC PROCESS%GOBP%GO:0046512	0.266384778012685	0.6006773101950025	0.12043337164225933	-0.47367641392167537	-1.1638932253564773	13	
UNTITLED%PANTHER PATHWAY%P05916	0.2665289256198347	0.6006773101950025	0.11881503941226282	-0.4498226338989606	-1.161124092259524	15	
RUNX2 REGULATES BONE DEVELOPMENT%REACTOME%R-HSA-8941326.2	0.2676056338028169	0.6026635568212568	0.11673920479122178	-0.39215654562118907	-1.1401169938895845	25	
REGULATION OF VOLTAGE-GATED CALCIUM CHANNEL ACTIVITY%GOBP%GO:1901385	0.2681912681912682	0.6030905305196343	0.11881503941226282	-0.5510585518464086	-1.191420295067876	8	
ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE%GOBP%GO:0061844	0.26849894291754756	0.6030905305196343	0.11988784511542344	-0.4732361082145808	-1.162811328908794	13	
DRAVET SYNDROME%WIKIPATHWAYS_20250810%WP5200%HOMO SAPIENS	0.26883910386965376	0.6032337777348703	0.11724971674979229	-0.40963690609656583	-1.1569260832553254	21	
OVULATION CYCLE%GOBP%GO:0042698	0.2694736842105263	0.604106988783434	0.11934844059101546	-0.4843360785658453	-1.1693718935632118	12	
ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME%R-HSA-167242.4	0.26961770623742454	0.6042560590795415	0.11623414877971643	-0.40409896050407124	-1.1526721259770685	22	
RESPONSE TO X-RAY%GOBP%GO:0010165	0.2697768762677485	0.6043738620551198	0.11673920479122178	-0.5094058017697339	-1.1790816888402664	10	
NEGATIVE REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0045746	0.26993865030674846	0.6045987149500104	0.11724971674979229	-0.3964036009651404	-1.1323973532959006	23	
ERK1 AND ERK2 CASCADE%GOBP%GO:0070371	0.27010309278350514	0.6047016484643662	0.11776578836269024	-0.4231434027864742	-1.156002697611229	19	
FRUCTOSE AND MANNOSE DEGRADATION%SMPDB%SMP0000064	0.2706611570247934	0.6051157475172833	0.11776578836269024	-0.4486434445685146	-1.1580802588955859	15	
FRUCTOSE INTOLERANCE, HEREDITARY%PATHWHIZ%PW000702	0.2706611570247934	0.6051157475172833	0.11776578836269024	-0.4486434445685146	-1.1580802588955859	15	
FRUCTOSURIA%SMPDB%SMP0000561	0.2706611570247934	0.6051157475172833	0.11776578836269024	-0.4486434445685146	-1.1580802588955859	15	
PLATELET HOMEOSTASIS%REACTOME DATABASE ID RELEASE 93%418346	0.2710084033613445	0.6055118841974066	0.11881503941226282	-0.33292300678265563	-1.1349429429989097	52	
METAPATHWAY BIOTRANSFORMATION PHASE I AND II%WIKIPATHWAYS_20250810%WP702%HOMO SAPIENS	0.2710843373493976	0.6055118841974066	0.11573444770168878	-0.33320966996260265	-1.1148615616742832	46	
DNA DEAMINATION%GOBP%GO:0045006	0.2721649484536082	0.6062932326197171	0.11724971674979229	-0.5300345312185077	-1.187185984026798	9	
NUCLEOTIDE SALVAGE%GOBP%GO:0043173	0.2721649484536082	0.6062932326197171	0.11724971674979229	-0.5283291467873535	-1.183366216870516	9	
CELLULAR RESPONSE TO DOPAMINE%GOBP%GO:1903351	0.2725409836065574	0.6062932326197171	0.11673920479122178	-0.43644208292641595	-1.1603985875277294	17	
RESPONSE TO DOPAMINE%GOBP%GO:1903350	0.2725409836065574	0.6062932326197171	0.11673920479122178	-0.43644208292641595	-1.1603985875277294	17	
ADORA2B MEDIATED ANTI-INFLAMMATORY CYTOKINES PRODUCTION%REACTOME%R-HSA-9660821.4	0.2729124236252546	0.6063134559281981	0.11623414877971643	-0.37715016424853354	-1.1405732724377153	31	
BIOCARTA_CACAM_PATHWAY%MSIGDB_C2%BIOCARTA_CACAM_PATHWAY	0.27292110874200426	0.6063134559281981	0.11934844059101546	-0.6080184874046405	-1.2072034214269098	6	
POSITIVE REGULATION OF INTEGRIN ACTIVATION%GOBP%GO:0033625	0.27292110874200426	0.6063134559281981	0.11934844059101546	-0.6081046137433892	-1.2073744228240157	6	
ORGAN GROWTH%GOBP%GO:0035265	0.27309236947791166	0.606438580355828	0.11524000314778066	-0.3966555814563699	-1.142486756839344	24	
POSITIVE REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032206	0.2731006160164271	0.606438580355828	0.11673920479122178	-0.30642695875387344	-1.1100291949871892	69	
POSITIVE REGULATION OF GLYCOPROTEIN METABOLIC PROCESS%GOBP%GO:1903020	0.2736842105263158	0.60704995198065	0.11828752612408502	-0.481891873565055	-1.1634706511067463	12	
ENDOTHELIAL CELL ACTIVATION%GOBP%GO:0042118	0.27442827442827444	0.6081523272610376	0.11724971674979229	-0.5443060733242812	-1.1768210479891104	8	
PURINERGIC SIGNALING%WIKIPATHWAYS_20250810%WP4900%HOMO SAPIENS	0.275	0.6091451068616424	0.11724971674979229	-0.4582201602494942	-1.1623986720774344	14	
REGULATION OF SUPEROXIDE METABOLIC PROCESS%GOBP%GO:0090322	0.2755102040816326	0.6100007801636508	0.11573444770168878	-0.48427847030026944	-1.1561508470510957	11	
NEGATIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902106	0.2757201646090535	0.6103284039435118	0.11623414877971643	-0.33423363243209914	-1.1073539771155236	44	
POSITIVE REGULATION OF SODIUM ION TRANSPORT%GOBP%GO:0010765	0.27593360995850624	0.6105263648654949	0.11673920479122178	-0.42721666189465046	-1.1459420300816465	18	
