pathway	pval	padj	log2err	ES	NES	size	leadingEdge
CENTROSOME MATURATION%REACTOME DATABASE ID RELEASE 93%380287	1.4848904163633093e-5	3.962122232930391e-4	0.5933254763964051	-0.5448584097892685	-2.0368816571521213	80	
RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME DATABASE ID RELEASE 93%380270	1.4848904163633093e-5	3.962122232930391e-4	0.5933254763964051	-0.5448584097892685	-2.0368816571521213	80	
CHOLESTEROL BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 93%191273	1.5810834734049083e-5	4.207391318687764e-4	0.5756102610711286	-0.7257293835490831	-2.1099135342460413	25	
MRNA PROCESSING%GOBP%GO:0006397	1.6404978836789967e-5	4.342027463092312e-4	0.5756102610711286	-0.37140812291166614	-1.6318127809508571	284	
REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902806	1.659141212081548e-5	4.379599027923571e-4	0.5756102610711286	-0.4630364502648272	-1.8612475179947658	129	
POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR%GOBP%GO:2000781	1.709754624148085e-5	4.501134767209103e-4	0.5756102610711286	-0.50917922719913	-1.922271264926107	89	
KINETOCHORE ORGANIZATION%GOBP%GO:0051383	1.720113421270391e-5	4.514502499008882e-4	0.5756102610711286	-0.8360871157373202	-2.054390088283799	13	
POSITIVE REGULATION OF DNA REPAIR%GOBP%GO:0045739	1.724002579349319e-5	4.514502499008882e-4	0.5756102610711286	-0.4638378298491573	-1.867625045514989	130	
REV-MEDIATED NUCLEAR EXPORT OF HIV RNA%REACTOME%R-HSA-165054.4	1.9168808153201162e-5	5.006262203618532e-4	0.5756102610711286	-0.6821701618763698	-2.0906575025735807	32	
REGULATION OF CENTROSOME DUPLICATION%GOBP%GO:0010824	2.0010306894349634e-5	5.212208510099643e-4	0.5756102610711286	-0.6399173956139755	-2.0905581482712803	40	
REGULATION OF MEIOTIC CELL CYCLE%GOBP%GO:0051445	2.0370107548901354e-5	5.291928203864979e-4	0.5756102610711286	-0.6445043097691118	-2.058912830881061	37	
NUCLEOTIDE EXCISION REPAIR%REACTOME%R-HSA-5696398.4	2.0673860273627677e-5	5.342646410869767e-4	0.5756102610711286	-0.48894545131602074	-1.9033197557512787	106	
ALENDRONATE ACTION PATHWAY%PATHWHIZ%PW000137	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
ATORVASTATIN ACTION PATHWAY%SMPDB%SMP0000131	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
CERIVASTATIN ACTION PATHWAY%PATHWHIZ%PW000271	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
CHILD SYNDROME%PATHWHIZ%PW000096	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
CHOLESTERYL ESTER STORAGE DISEASE%SMPDB%SMP0000508	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
CHONDRODYSPLASIA PUNCTATA II, X-LINKED DOMINANT (CDPX2)%SMPDB%SMP0000388	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
DESMOSTEROLOSIS%PATHWHIZ%PW000097	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
FLUVASTATIN ACTION PATHWAY%PATHWHIZ%PW000274	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
HYPER-IGD SYNDROME%SMPDB%SMP0000509	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
HYPERCHOLESTEROLEMIA%PATHWHIZ%PW000221	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
IBANDRONATE ACTION PATHWAY%SMPDB%SMP0000079	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
LOVASTATIN ACTION PATHWAY%SMPDB%SMP0000099	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
LYSOSOMAL ACID LIPASE DEFICIENCY (WOLMAN DISEASE)%PATHWHIZ%PW000099	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
MEVALONIC ACIDURIA%SMPDB%SMP0000510	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
PAMIDRONATE ACTION PATHWAY%PATHWHIZ%PW000273	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
PRAVASTATIN ACTION PATHWAY%SMPDB%SMP0000089	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
RISEDRONATE ACTION PATHWAY%PATHWHIZ%PW000272	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
ROSUVASTATIN ACTION PATHWAY%SMPDB%SMP0000092	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
SIMVASTATIN ACTION PATHWAY%PATHWHIZ%PW000127	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
SMITH-LEMLI-OPITZ SYNDROME (SLOS)%PATHWHIZ%PW000095	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
STEROID BIOSYNTHESIS%PATHWHIZ%PW000050	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
WOLMAN DISEASE%PATHWHIZ%PW000487	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
ZOLEDRONATE ACTION PATHWAY%PATHWHIZ%PW000270	2.2518816985056067e-5	5.447672531569092e-4	0.5756102610711286	-0.7421538798587911	-2.0960444935968936	21	
TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G1 CELL CYCLE ARREST%REACTOME%R-HSA-6804116.5	2.2787708022881928e-5	5.485764625752945e-4	0.5756102610711286	-0.8319483307222617	-2.044220479456643	13	
CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%R-HSA-69202.5	2.3132433626145534e-5	5.54165307744596e-4	0.5756102610711286	-0.540936425752995	-1.982128229495802	72	
TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS%REACTOME%R-HSA-159234.4	2.3700093672728598e-5	5.66386219178849e-4	0.5756102610711286	-0.6380679224277073	-2.0845160696122798	40	
HDR THROUGH MMEJ (ALT-NHEJ)%REACTOME%R-HSA-5685939.3	2.4155724585060916e-5	5.744861455664488e-4	0.5756102610711286	-0.8569550321831837	-2.069016067623667	12	
REGULATION OF CHROMOSOME CONDENSATION%GOBP%GO:0060623	2.4155724585060916e-5	5.744861455664488e-4	0.5756102610711286	-0.8566767347630934	-2.06834415158126	12	
SPINDLE ELONGATION%GOBP%GO:0051231	2.4402182923977517e-5	5.789491399264642e-4	0.5756102610711286	-0.8818411685802645	-2.0411286458187905	10	
NUCLEOSOME ASSEMBLY%GOBP%GO:0006334	2.4734457274027207e-5	5.854217940386344e-4	0.5756102610711286	-0.6198566619673568	-2.0443938426593165	43	
POSITIVE REGULATION OF CELL CYCLE CHECKPOINT%GOBP%GO:1901978	2.7050851190206298e-5	6.387114647932163e-4	0.5756102610711286	-0.7963345500439559	-2.102898490938582	16	
REPRODUCTION%REACTOME%R-HSA-1474165.7	2.9532279759255835e-5	6.939733329585512e-4	0.5756102610711286	-0.5515273339375952	-1.9693752891472895	65	
G2 M DNA REPLICATION CHECKPOINT%REACTOME DATABASE ID RELEASE 93%69478	2.980245784668565e-5	6.986547618058736e-4	0.5756102610711286	-0.9515608180839612	-1.8892969524498378	6	
POSITIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010971	3.256407712912401e-5	7.597770223065285e-4	0.557332238758646	-0.7533775204425404	-2.0979180107986837	20	
PROCESSIVE SYNTHESIS ON THE C-STRAND OF THE TELOMERE%REACTOME DATABASE ID RELEASE 93%174414	3.2766758107106115e-5	7.626985823228529e-4	0.557332238758646	-0.7646082190411979	-2.0509422335247036	18	
TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRONLESS TRANSCRIPT%REACTOME%R-HSA-159231.4	3.326430620151938e-5	7.724536765569807e-4	0.557332238758646	-0.6327645377342594	-2.058580406424845	39	
PRIMARY OVARIAN INSUFFICIENCY%WIKIPATHWAYS_20250810%WP5461%HOMO SAPIENS	3.479529937397425e-5	8.061047473791775e-4	0.557332238758646	-0.5481860808682278	-1.957444454853691	65	
TRANSPORT OF THE SLBP DEPENDANT MATURE MRNA%REACTOME DATABASE ID RELEASE 93%159230	3.4941484629764355e-5	8.075912151752578e-4	0.557332238758646	-0.6606538371315683	-2.036405658241444	33	
REGULATION OF CENTRIOLE REPLICATION%GOBP%GO:0046599	3.6870718617595176e-5	8.462216678527788e-4	0.557332238758646	-0.7197959575357233	-2.05622510805148	23	
RNA SPLICING%GOBP%GO:0008380	3.697969906714239e-5	8.467491093374046e-4	0.557332238758646	-0.37258421136794206	-1.6360440332942408	270	
DISEASES OF MITOTIC CELL CYCLE%REACTOME%R-HSA-9675126.4	3.8700023685478646e-5	8.840845318033011e-4	0.557332238758646	-0.6389713955032629	-2.0645645455809225	38	
CYCLIN D ASSOCIATED EVENTS IN G1%REACTOME%R-HSA-69231.11	3.948660953274447e-5	8.969609177234207e-4	0.557332238758646	-0.6120062037108109	-2.0185016816058283	43	
G1 PHASE%REACTOME%R-HSA-69236.6	3.948660953274447e-5	8.969609177234207e-4	0.557332238758646	-0.6120062037108109	-2.0185016816058283	43	
NUCLEAR IMPORT OF REV PROTEIN%REACTOME%R-HSA-180746.3	3.9567030326090186e-5	8.969609177234207e-4	0.557332238758646	-0.6719383178832542	-2.032068281426917	31	
PYRIMIDINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006220	3.9647779367572e-5	8.969609177234207e-4	0.557332238758646	-0.650852604018492	-2.0554805784270767	36	
ABERRANT REGULATION OF MITOTIC G1 S TRANSITION IN CANCER DUE TO RB1 DEFECTS%REACTOME DATABASE ID RELEASE 93%9659787	3.981027026661943e-5	8.969609177234207e-4	0.557332238758646	-0.7752456773724272	-2.061199009449356	17	
DEFECTIVE BINDING OF RB1 MUTANTS TO E2F1,(E2F2, E2F3)%REACTOME DATABASE ID RELEASE 93%9661069	3.981027026661943e-5	8.969609177234207e-4	0.557332238758646	-0.7752456773724272	-2.061199009449356	17	
FLUOROPYRIMIDINE ACTIVITY%WIKIPATHWAYS_20250810%WP1601%HOMO SAPIENS	4.08857639178627e-5	9.190895697152424e-4	0.557332238758646	-0.7600775187488628	-2.0387893369881676	18	
ATR SIGNALING%WIKIPATHWAYS_20250810%WP3875%HOMO SAPIENS	4.409092252171129e-5	9.86634598065385e-4	0.557332238758646	-0.884581087047274	-1.981309153317751	9	
NS1 MEDIATED EFFECTS ON HOST PATHWAYS%REACTOME DATABASE ID RELEASE 93%168276	4.6023700119223246e-5	0.001027549549600617	0.557332238758646	-0.6314426812800913	-2.0171865707449887	37	
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176409.5	4.6393899297817855e-5	0.001033471340466775	0.557332238758646	-0.5614506646873576	-1.9941349673332642	62	
TRANSLESION SYNTHESIS%GOBP%GO:0019985	5.2304709392643714e-5	0.0011572857723145394	0.557332238758646	-0.7137393784598521	-2.0389234132665557	23	
CYTOSKELETON-DEPENDENT CYTOKINESIS%GOBP%GO:0061640	5.281310147035848e-5	0.0011659143432223085	0.557332238758646	-0.48025736786109036	-1.8362000366078897	98	
GAP-FILLING DNA REPAIR SYNTHESIS AND LIGATION IN TC-NER%REACTOME%R-HSA-6782210.3	5.6310262874027506e-5	0.001240337468137975	0.557332238758646	-0.5537718898294874	-1.9670078375415838	61	
NUCLEAR ENVELOPE BREAKDOWN%REACTOME DATABASE ID RELEASE 93%2980766	5.687775505171008e-5	0.001250041018390932	0.557332238758646	-0.6088827938578264	-2.025220622687804	45	
PROTEIN LOCALIZATION TO CONDENSED CHROMOSOME%GOBP%GO:1903083	5.821077106441949e-5	0.0012708276095349763	0.557332238758646	-0.8153606588064586	-2.003462108552341	13	
PROTEIN LOCALIZATION TO KINETOCHORE%GOBP%GO:0034501	5.821077106441949e-5	0.0012708276095349763	0.557332238758646	-0.8153606588064586	-2.003462108552341	13	
CHOLESTEROL SYNTHESIS DISORDERS%WIKIPATHWAYS_20250810%WP5193%HOMO SAPIENS	6.236153903711184e-5	0.0013494762930975894	0.5384340963099162	-0.7782463940822542	-2.055132692162647	16	
HALLMARK_MITOTIC_SPINDLE%MSIGDBHALLMARK%HALLMARK_MITOTIC_SPINDLE	6.4779537930333e-5	0.0013987266018904798	0.5384340963099162	-0.433085986958289	-1.7809975970416587	149	
REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:2000045	6.509671403756649e-5	0.0014024994451069576	0.5384340963099162	-0.4722754842246282	-1.8492582347315736	113	
TRANSPORT OF THE SLBP INDEPENDENT MATURE MRNA%REACTOME DATABASE ID RELEASE 93%159227	6.839110994841722e-5	0.001467056358501342	0.5384340963099162	-0.6546955786709154	-2.006455720205129	32	
ABERRANT REGULATION OF MITOTIC CELL CYCLE DUE TO RB1 DEFECTS%REACTOME DATABASE ID RELEASE 93%9687139	7.051468050697652e-5	0.001502786892362967	0.5384340963099162	-0.6416569103595191	-2.026439333751275	36	
TRANSPORT OF RIBONUCLEOPROTEINS INTO THE HOST NUCLEUS%REACTOME DATABASE ID RELEASE 93%168271	7.190005958494933e-5	0.0015290021310440844	0.5384340963099162	-0.670056388310041	-2.018081714374225	29	
MEIOSIS%REACTOME%R-HSA-1500620.4	7.410558288510116e-5	0.0015725076919972112	0.5384340963099162	-0.564711988989694	-1.9839012161932308	57	
APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT%REACTOME DATABASE ID RELEASE 93%179419	8.099899328177947e-5	0.0017150883609729048	0.5384340963099162	-0.5481831900574476	-1.9482631251689353	60	
CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME%R-HSA-69656.6	8.278889175880228e-5	0.0017492262408952087	0.5384340963099162	-0.5321517586639894	-1.9678400959537166	74	
CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME%R-HSA-69017.4	8.5392316027947e-5	0.0018003699006663087	0.5384340963099162	-0.5564799646639308	-1.959267155009346	59	
CHK1 CHK2(CDS1) MEDIATED INACTIVATION OF CYCLIN B:CDK1 COMPLEX%REACTOME%R-HSA-75035.6	8.611444977871188e-5	0.0018117155395752078	0.5384340963099162	-0.8102948483447772	-1.9910146606659749	13	
RESPONSE TO IONIZING RADIATION%GOBP%GO:0010212	8.719950472414065e-5	0.001830631819859038	0.5384340963099162	-0.5061790375305631	-1.903514756423052	84	
APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME DATABASE ID RELEASE 93%174178	8.996116609437007e-5	0.0018805894721128826	0.5384340963099162	-0.5463315657004829	-1.9405796707379057	61	
SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS%REACTOME DATABASE ID RELEASE 93%3108232	9.363701577995391e-5	0.0019450423151253715	0.5384340963099162	-0.42753467312287197	-1.7479781291126286	144	
PYRIMIDINE DEOXYRIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009221	9.54376773097755e-5	0.0019685322132434254	0.5384340963099162	-0.9150318730996356	-1.9022946408923453	7	
MITOTIC SPINDLE ELONGATION%GOBP%GO:0000022	9.556758053324775e-5	0.0019685322132434254	0.5384340963099162	-0.8733180221576073	-1.956081829461215	9	
MITOTIC SPINDLE MIDZONE ASSEMBLY%GOBP%GO:0051256	9.556758053324775e-5	0.0019685322132434254	0.5384340963099162	-0.8733180221576073	-1.956081829461215	9	
SPINDLE MIDZONE ASSEMBLY%GOBP%GO:0051255	9.556758053324775e-5	0.0019685322132434254	0.5384340963099162	-0.8733180221576073	-1.956081829461215	9	
BIOCARTA_BARD1_PATHWAY%MSIGDB_C2%BIOCARTA_BARD1_PATHWAY	9.636232132770305e-5	0.0019807586968529525	0.5384340963099162	-0.8905710620064705	-1.9254658763927428	8	
MITOTIC G2/M TRANSITION CHECKPOINT%GOBP%GO:0044818	9.73898513373362e-5	0.0019977093255571085	0.5384340963099162	-0.5813799343000424	-1.9740628731697631	48	
POLO-LIKE KINASE MEDIATED EVENTS%REACTOME%R-HSA-156711.4	9.783242543293394e-5	0.002002615511045047	0.5384340963099162	-0.7681160125758707	-2.0283811667124074	16	
SUMOYLATION%REACTOME DATABASE ID RELEASE 93%2990846	1.0518947146608389e-4	0.0021487459254254395	0.5384340963099162	-0.42887377372365754	-1.7642509028406181	150	
TRANSCRIPTION-COUPLED NUCLEOTIDE EXCISION REPAIR (TC-NER)%REACTOME%R-HSA-6781827.3	1.058420098429639e-4	0.002157599231705637	0.5384340963099162	-0.5178580199537852	-1.91767061874924	75	
GEMCITABINE ACTION PATHWAY%SMPDB%SMP0000446	1.0835113809533557e-4	0.002199639805539534	0.5384340963099162	-0.8385779747711921	-2.001994090815081	11	
GEMCITABINE METABOLISM PATHWAY%PATHWHIZ%PW000579	1.0835113809533557e-4	0.002199639805539534	0.5384340963099162	-0.8385779747711921	-2.001994090815081	11	
VIRAL MESSENGER RNA SYNTHESIS%REACTOME%R-HSA-168325.6	1.0952664388388108e-4	0.0022137686278855162	0.5384340963099162	-0.6088638319499765	-1.9990866695326106	41	
MITOTIC CHROMOSOME CONDENSATION%GOBP%GO:0007076	1.0969433402213726e-4	0.0022137686278855162	0.5384340963099162	-0.7674746799655603	-1.9810771489710026	15	
MITOTIC DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0044773	1.0972162201991998e-4	0.0022137686278855162	0.5384340963099162	-0.5583587954872196	-1.961581682409612	57	
TRANSLESION SYNTHESIS BY POLH%REACTOME%R-HSA-110320.3	1.117849252010745e-4	0.0022507860399381993	0.5384340963099162	-0.7465239667381804	-2.039459232255239	19	
CYTOKINESIS%GOBP%GO:0000910	1.1341098204844956e-4	0.0022742251104868314	0.5384340963099162	-0.4717291179779303	-1.8152890040166807	100	
PYRIMIDINE DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009219	1.1757683968478998e-4	0.002343444460600085	0.5384340963099162	-0.7448008526977431	-2.0347517868220355	19	
NUCLEAR ENVELOPE (NE) REASSEMBLY%REACTOME DATABASE ID RELEASE 93%2995410	1.2123333637858697e-4	0.0024065794959346114	0.5384340963099162	-0.541139269739626	-1.9232287744979453	60	
G1 S DNA DAMAGE CHECKPOINTS%REACTOME DATABASE ID RELEASE 93%69615	1.2273934055720295e-4	0.002431572529429015	0.5188480777437918	-0.5468931515157797	-1.9228683316503445	58	
REMOVAL OF THE FLAP INTERMEDIATE FROM THE C-STRAND%REACTOME DATABASE ID RELEASE 93%174437	1.2993844706483281e-4	0.00256902399558302	0.5188480777437918	-0.7628856646296451	-2.014569269686724	16	
HCMV EARLY EVENTS%REACTOME%R-HSA-9609690.2	1.318177221256878e-4	0.002600956497093231	0.5188480777437918	-0.538855369656879	-1.914024086240299	61	
NUCLEAR PORE COMPLEX (NPC) DISASSEMBLY%REACTOME DATABASE ID RELEASE 93%3301854	1.341507187863844e-4	0.0026416959543414816	0.5188480777437918	-0.6389265650105076	-1.9694333084287414	33	
KINETOCHORE ASSEMBLY%GOBP%GO:0051382	1.3711691861257168e-4	0.002694716927463834	0.5188480777437918	-0.8340860931178737	-1.9912703170013966	11	
MITOTIC DNA REPLICATION CHECKPOINT SIGNALING%GOBP%GO:0033314	1.3857294506222523e-4	0.002717906806937589	0.5188480777437918	-0.8518348847051762	-1.971675452030369	10	
NEGATIVE REGULATION OF CELL DIVISION%GOBP%GO:0051782	1.4203006635275892e-4	0.002769164422394583	0.5188480777437918	-0.8824864447681097	-1.907986468762892	8	
NEGATIVE REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000242	1.4373687731391904e-4	0.0027969037431479185	0.5188480777437918	-0.7618454331750274	-2.011822307174521	16	
NEGATIVE REGULATION OF GENE EXPRESSION, EPIGENETIC%GOBP%GO:0045814	1.4443226620650538e-4	0.002804891702306217	0.5188480777437918	-0.4360885806822404	-1.7271247181841076	122	
NEP NS2 INTERACTS WITH THE CELLULAR EXPORT MACHINERY%REACTOME DATABASE ID RELEASE 93%168333	1.5347192463206904e-4	0.0029687319644938147	0.5188480777437918	-0.6575145147572702	-1.980307989472241	29	
CDC6 ASSOCIATION WITH THE ORC:ORIGIN COMPLEX%REACTOME%R-HSA-68689.6	1.561153865730598e-4	0.003013945286663425	0.5188480777437918	-0.8801723285463067	-1.9029832163452245	8	
TRANSLESION SYNTHESIS BY POLK%REACTOME%R-HSA-5655862.2	1.6081767417371642e-4	0.003098651310987107	0.5188480777437918	-0.7450866151715353	-1.981013036216852	17	
MISMATCH REPAIR (MMR) DIRECTED BY MSH2:MSH6 (MUTSALPHA)%REACTOME%R-HSA-5358565.3	1.6353033829717294e-4	0.0031447650603007122	0.5188480777437918	-0.7982248004008791	-1.961356762111723	13	
MMR%REACTOME%R-HSA-5358508.3	1.7055531578930407e-4	0.0032607526975951223	0.5188480777437918	-0.7889360388321208	-2.0013484421836956	14	
CONDENSATION OF PROPHASE CHROMOSOMES%REACTOME%R-HSA-2299718.4	1.7119293250346718e-4	0.003266600026025461	0.5188480777437918	-0.6952788561553758	-2.0026111382358	24	
ATM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATM PATHWAY	1.79696989803305e-4	0.003409049251644202	0.5188480777437918	-0.6312847252365382	-1.9586305470756151	34	
REGULATION OF METAPHASE PLATE CONGRESSION%GOBP%GO:0090235	1.8024118474995065e-4	0.003412797509707719	0.5188480777437918	-0.79696462981551075	-1.958260336019994	13	
DEFECTIVE TPR MAY CONFER SUSCEPTIBILITY TOWARDS THYROID PAPILLARY CARCINOMA (TPC)%REACTOME DATABASE ID RELEASE 93%5619107	1.8107562948906544e-4	0.0034154610113972	0.5188480777437918	-0.6668537780504384	-1.9719073495529211	27	
REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN%REACTOME%R-HSA-170822.5	1.8107562948906544e-4	0.0034154610113972	0.5188480777437918	-0.6668537780504384	-1.9719073495529211	27	
OXIDATIVE PHOSPHORYLATION%GOBP%GO:0006119	1.8661391824252439e-4	0.0035064897691143037	0.5188480777437918	-0.47880324956764353	-1.812450981847044	92	
TRANSCRIPTIONAL REGULATION BY SMALL RNAS%REACTOME%R-HSA-5578749.7	1.9633061274590017e-4	0.003675040329080101	0.5188480777437918	-0.5428487140889575	-1.8987447127214474	56	
REGULATION OF MEIOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901993	2.0041422575568877e-4	0.0037443614170597946	0.5188480777437918	-0.8456056646305989	-1.9572571644879544	10	
TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY DREAM COMPLEX%REACTOME DATABASE ID RELEASE 93%1362277	2.0372002741763826e-4	0.0037917341965105224	0.5188480777437918	-0.7350411290321633	-2.008088800205549	19	
RNA POLYMERASE II TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 93%73856	2.0627184404499907e-4	0.0038319859933340773	0.5188480777437918	-0.536156183484919	-1.9042951779825392	62	
NUCLEOTIDE-EXCISION REPAIR, DNA GAP FILLING%GOBP%GO:0006297	2.1187121805134874e-4	0.00392121055062703	0.5188480777437918	-0.9440703966681193	-1.788812175442303	5	
MITOCHONDRIAL DNA METABOLIC PROCESS%GOBP%GO:0032042	2.1347299431539747e-4	0.003943442968160231	0.5188480777437918	-0.7512086440751036	-1.9390897416361157	15	
TRANSLESION SYNTHESIS BY REV1%REACTOME%R-HSA-110312.3	2.1732885441494264e-4	0.004007153371853043	0.5188480777437918	-0.7519716816221498	-1.9857484701931887	16	
CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME DATABASE ID RELEASE 93%174184	2.189729739078487e-4	0.004029921310461082	0.5188480777437918	-0.5412678957482803	-1.905708161193329	59	
BIOCARTA_CELLCYCLE_PATHWAY%MSIGDB_C2%BIOCARTA_CELLCYCLE_PATHWAY	2.232926781303224e-4	0.004101753188192452	0.5188480777437918	-0.7399240967403248	-1.9672870933483397	17	
NON-CODING RNA METABOLISM%REACTOME%R-HSA-194441.4	2.2515905174369142e-4	0.004105400043459974	0.5188480777437918	-0.5755755428806192	-1.9646701759016343	49	
SNRNP ASSEMBLY%REACTOME DATABASE ID RELEASE 93%191859	2.2515905174369142e-4	0.004105400043459974	0.5188480777437918	-0.5755755428806192	-1.9646701759016343	49	
POSITIVE REGULATION OF CYTOKINESIS%GOBP%GO:0032467	2.3060910911702152e-4	0.004197000533024388	0.5188480777437918	-0.6340121753941967	-1.943066972564385	32	
DNA DAMAGE RESPONSE%WIKIPATHWAYS_20250810%WP707%HOMO SAPIENS	2.3631490150754575e-4	0.00429290870893597	0.5188480777437918	-0.5517511428286762	-1.908307585183317	54	
HOMOLOGOUS CHROMOSOME SEGREGATION%GOBP%GO:0045143	2.5811509825371246e-4	0.004663121573222116	0.49849310876659025	-0.7364735470573718	-1.958112879552444	17	
SUMOYLATION OF UBIQUITINYLATION PROTEINS%REACTOME%R-HSA-3232142.5	2.690704174159487e-4	0.00482562355168931	0.49849310876659025	-0.6128385943074551	-1.9085006853848148	35	
TRNA PROCESSING IN THE NUCLEUS%REACTOME%R-HSA-6784531.6	2.690704174159487e-4	0.00482562355168931	0.49849310876659025	-0.5488224478698404	-1.8981782888922716	54	
DE NOVO PYRIMIDINE DEOXYRIBONUCLEOTIDE BIOSYNTHESIS%PANTHER PATHWAY%P02739	2.699571782588706e-4	0.0048319419459026906	0.49849310876659025	-0.8046095860672383	-1.9426342097507923	12	
MIRNA REGULATION OF DNA DAMAGE RESPONSE%WIKIPATHWAYS_20250810%WP1530%HOMO SAPIENS	2.7262555691039207e-4	0.004854016696816854	0.49849310876659025	-0.5403517661284469	-1.883529518277263	55	
BIOMARKERS FOR PYRIMIDINE METABOLISM DISORDERS%WIKIPATHWAYS_20250810%WP4584%HOMO SAPIENS	2.788443428349041e-4	0.004940786965574181	0.49849310876659025	-0.8931218367984937	-1.8567450312418836	7	
DNA CONFORMATION CHANGE%GOBP%GO:0071103	2.790044234063828e-4	0.004940786965574181	0.49849310876659025	-0.7456868523932987	-1.9248363784858256	15	
BASE-EXCISION REPAIR%GOBP%GO:0006284	2.865588490575889e-4	0.005065454987111347	0.49849310876659025	-0.5884504208816556	-1.932063181184361	41	
MEVALONATE PATHWAY%SMPDB%SMP0121055	2.9411454762559076e-4	0.0051711639927170825	0.49849310876659025	-0.8167512101416048	-1.9498855748217196	11	
